number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
12231,org.uberfire:uberfire-commons-editor-backend:7.43.0.Final,1,54,121,0
12232,dom4j:dom4j:1.6.1,1,839,2775,0
12233,javax.annotation:jsr250-api:1.0,1,24,17,0
12234,com.acervera.osm4scala:osm4scala-spark2_2.11:1.0.7,1,3745,241,0
12235,com.amazonaws:aws-java-sdk-lex:1.11.438,1,0,0,0
12236,org.seleniumhq.selenium:selenium-api:3.12.0,1,888,704,0
12237,com.toasttab.protokt:protokt-runtime:0.5.4,1,208,460,0
12238,org.opendaylight.ovsdb:utils.config:1.11.2,1,24,5,0
12239,org.eclipse.jetty.websocket:websocket-client:9.2.13.v20150730,1,0,0,0
12240,org.refcodes:refcodes-serial:2.1.1,1,6480,3858,0
12241,org.opendaylight.ovsdb:utils.config:1.11.1,1,125,5,0
12242,com.amazonaws:aws-java-sdk-iotanalytics:1.11.907,1,7466,3389,0
12243,org.springframework:spring-jdbc:5.3.1,1,1021,2249,0
12244,org.jboss.spec.javax.el:jboss-el-api_3.0_spec:1.0.12.Final,1,274,348,0
12245,io.grpc:grpc-protobuf:1.29.0,1,26,19,0
12246,org.codehaus.jackson:jackson-xc:1.9.7,1,66,86,0
12247,org.codehaus.jackson:jackson-xc:1.9.2,1,65,86,0
12248,org.jibx.config.3rdparty.org.eclipse:org.eclipse.core.resources:3.7.100.v20110510-0712,1,2383,3774,0
12249,org.bndly.common.service:org.bndly.common.service.decorator:1.0.2,1,3077,38,0
12250,org.apache.commons:commons-compress:1.4.1,1,1007,1219,0
12251,com.twitter:util-tunable_2.12:20.12.0,1,181,555,0
12252,com.twitter:util-security_2.11:21.2.0,1,83,369,0
12253,com.twitter:util-jvm_2.13:21.1.0,1,0,0,0
12254,io.smallrye:smallrye-context-propagation-api:1.0.13,1,20,24,0
12255,io.prometheus:simpleclient_caffeine:0.5.0,1,37,6,0
12256,org.glassfish.jersey.core:jersey-client:3.0.0-M6,1,473,1601,0
12257,io.datarouter:datarouter-inject:0.0.64,1,868,93,0
12258,org.specs2:specs2-matcher_2.13:4.7.0,1,5862,21308,0
12259,org.eclipse.che.core:che-core-api-user-shared:7.27.1,1,27,116,0
12260,com.thesamet.scalapb:lenses_2.13:0.10.11,1,99,380,0
12261,io.smallrye:smallrye-context-propagation-api:1.0.19,1,30,35,0
12262,io.projectreactor:reactor-core:3.3.3.RELEASE,1,4804,8204,0
12263,com.github.spice-h2020:sparql.anything.parser:0.0.1,1,110,105,0
12264,software.amazon.awssdk:protocol-core:2.16.3,1,158,196,0
12265,io.fabric8:kubernetes-model:4.6.0,1,26566,89092,0
12266,org.mini2Dx:miniscript-python:1.6.0,1,2853,26,0
12267,org.netbeans.external:resolver-1.2:RELEASE123,1,465,358,0
12268,org.netbeans.external:resolver-1.2:RELEASE121,1,254,358,0
12269,org.netbeans.external:resolver-1.2:RELEASE122,1,353,358,0
12270,com.fasterxml.jackson.datatype:jackson-datatype-joda:2.3.1,1,290,112,0
12271,org.mobicents.diameter:jdiameter-api:1.7.0.115,1,499,704,0
12272,org.codehaus.plexus:plexus-container-default:1.0-alpha-9-stable-1,1,463,972,0
12273,com.fasterxml.jackson.datatype:jackson-datatype-joda:2.3.3,1,55,156,0
12274,org.apache.lucene:lucene-queryparser:5.5.5,1,0,0,0
12275,io.dropwizard:dropwizard-jersey:0.7.1,1,44,156,0
12276,io.quarkus:quarkus-vertx-core:1.9.0.Final,1,52,173,0
12277,io.dekorate:dekorate-core:0.14.1,1,3641,5305,0
12278,com.adobe.xmp:xmpcore:6.0.6,1,637,781,0
12279,org.jboss.errai:errai-jaxrs-client:4.10.0.Final,1,107,204,0
12280,org.jboss.errai:errai-common:4.10.0.Final,1,485,1774,0
12281,org.springframework.security:spring-security-ldap:5.1.5.RELEASE,1,0,0,0
12282,org.kie.kogito:tracing-decision-api:1.2.0.Final,1,53,111,0
12283,com.github.yelong0216:yelong-http:1.1.0,1,85,167,0
12284,net.java.dev.jna:jna-platform:5.6.0,1,0,0,0
12285,bio.singa:singa-chemistry:0.7.0,1,366,767,0
12286,org.hibernate:hibernate-core:5.2.2.Final,1,0,0,0
12287,io.helidon.dbclient:helidon-dbclient-metrics-jdbc:2.1.0,1,3403,121,0
12288,org.springframework:spring-expression:5.2.0.RELEASE,1,581,1068,0
12289,software.amazon.awssdk:cloudwatchlogs:2.15.19,1,2137,11623,0
12290,org.kie:kie-internal:7.50.0.Final,1,293,2178,0
12291,com.kailuowang:henkan-optional_sjs1_2.13:0.6.5,1,3745,420,0
12292,io.monix:monix-reactive_2.12:3.3.0,1,3181,10396,0
12293,org.jboss.weld.environment:weld-environment-common:3.1.1.Final,1,164,332,0
12294,org.bitbucket.b_c:jose4j:0.6.3,1,419,1185,0
12295,org.tools4j:tools4j-nobark:1.5,1,190,532,0
12296,org.scala-sbt:core-macros_2.12:1.4.7,1,195,375,0
12297,org.netbeans.api:org-netbeans-libs-javacapi:RELEASE122,1,15,0,0
12298,org.netbeans.api:org-netbeans-libs-javacapi:RELEASE123,1,19,0,0
12299,org.bitbucket.b_c:jose4j:0.6.5,1,1103,1185,0
12300,org.apache.jackrabbit:oak-blob-cloud-azure:1.22.5,1,2415,4305,0
12301,org.opendaylight.controller:threadpool-config-api:0.13.4,1,43,4,0
12302,org.apache.lucene:lucene-spatial-extras:8.2.0,1,399,946,0
12303,org.netbeans.api:org-netbeans-libs-javacapi:RELEASE121,1,19,0,0
12304,io.github.vigoo:zio-aws-lakeformation_2.12:3.15.35.3,1,6085,6031,0
12305,org.bitbucket.b_c:jose4j:0.6.1,1,430,1181,0
12306,org.jboss.errai:errai-validation:4.11.0.Final,1,60,165,0
12307,com.ibeetl:sql-core:3.0.0-M5,1,3260,2250,0
12308,org.webjars.npm:babel__helper-wrap-function:7.14.5,1,26,0,0
12309,org.jfree:jfreechart:1.5.0,1,4948,8894,0
12310,io.vertx:vertx-web:3.9.3,1,745,2496,0
12311,io.vertx:vertx-web:3.9.4,1,1086,2495,0
12312,io.vertx:vertx-web:3.9.5,1,982,2498,0
12313,org.refcodes:refcodes-licensing:2.1.1,1,18,1,0
12314,org.refcodes:refcodes-licensing:2.1.0,1,150,1,0
12315,io.vertx:vertx-web:3.9.2,1,771,2496,0
12316,org.apache.lucene:lucene-highlighter:6.6.1,1,438,938,0
12317,org.n52.sensorweb-server.helgoland:helgoland-io:3.3.1,1,256,402,0
12318,com.amazonaws:aws-java-sdk-iotjobsdataplane:1.11.438,1,0,0,0
12319,org.springframework:spring-beans:5.2.8.RELEASE,1,2688,3235,0
12320,org.webjars.npm:brace-expansion:1.1.11,1,16,0,0
12321,org.specs2:specs2-analysis_sjs1_2.13:4.10.6,1,0,0,0
12322,com.amazonaws:aws-java-sdk-servicecatalog:1.11.438,1,0,0,0
12323,org.opendaylight.openflowplugin.openflowjava:openflow-protocol-spi:0.11.2,1,55,173,0
12324,org.opendaylight.openflowplugin.openflowjava:openflow-protocol-spi:0.11.1,1,106,173,0
12325,io.quarkus.gizmo:gizmo:1.0.2.Final,1,232,506,0
12326,org.springframework.boot:spring-boot-autoconfigure:2.3.2.RELEASE,1,1440,8725,0
12327,org.springframework.cloud:spring-cloud-stream:3.0.3.RELEASE,1,573,1213,0
12328,org.neo4j:server-api:2.3.8,1,97,524,0
12329,org.apache.spark:spark-hive_2.11:2.4.7,1,1092,4770,0
12330,org.wso2.carbon.business-process:org.wso2.carbon.humantask.cleanup.scheduler:4.5.39,1,3195,24,0
12331,org.n52.sensorweb-server.sos:sos-hibernate-datasource-oracle:5.2.5,1,3638,41,0
12332,org.freehep:freehep-graphics2d:2.4,1,664,504,0
12333,net.guerlab.smart.wx:smart-wx-auth:20.2.2,1,33,31,0
12334,org.apache.hyracks:hyracks-control-nc:0.3.6,1,530,912,0
12335,me.shadaj:slinky-readwrite_sjs1_2.13:0.6.6,1,521,1456,0
12336,org.apereo.cas:cas-server-core-util-api:6.2.6,1,432,1072,0
12337,org.glassfish.hk2.external:jakarta.inject:2.5.0,1,17,2,0
12338,com.typesafe.akka:akka-http-core_2.11:10.1.14,1,6677,21912,0
12339,org.wvlet.airframe:airspec_sjs1_2.12:21.3.0,1,9170,6795,0
12340,org.springframework.data:spring-data-commons:2.0.7.RELEASE,1,1710,7139,0
12341,io.grpc:grpc-testing:1.9.0,1,180,337,0
12342,org.netbeans.api:org-netbeans-modules-parsing-indexing:RELEASE122,1,1051,1762,0
12343,org.netbeans.api:org-netbeans-modules-parsing-indexing:RELEASE121,1,1328,1762,0
12344,org.sakaiproject.nakamura:javax.activation-mail:1.1.1.1.4.2-1.4.2,1,0,0,0
12345,org.hibernate.validator:hibernate-validator:6.1.3.Final,1,0,0,0
12346,org.netbeans.api:org-netbeans-modules-parsing-indexing:RELEASE123,1,1826,1762,0
12347,com.github.charlemaznable:bunny-client:0.0.6,1,3020,142,0
12348,net.adoptopenjdk:net.adoptopenjdk.v3.vanilla:0.4.0,1,106,236,0
12349,io.github.cquiroz:scala-java-time_sjs1_2.13:2.1.0,1,0,0,0
12350,org.springframework.boot:spring-boot-starter-data-jpa:2.1.6.RELEASE,1,0,0,0
12351,cn.nikeo.permisos:permisos-compiler:0.3.0,1,3325,265,0
12352,com.github.jnr:jnr-constants:0.9.8,1,510,1617,0
12353,com.typesafe.akka:akka-parsing_2.11:10.1.14,1,1473,3501,0
12354,io.undertow:undertow-servlet:2.1.4.Final,1,0,0,0
12355,org.kie.workbench.screens:kie-wb-common-project-editor-api:7.48.0.Final,1,40,114,0
12356,org.jibx:jibx-tools:1.3.3,1,1612,2012,0
12357,com.github.jnr:jnr-constants:0.9.9,1,0,0,0
12358,com.nu-art-software:reflection:1.2.30,1,201,196,0
12359,org.springframework.data:spring-data-mongodb:2.1.4.RELEASE,1,2030,9076,0
12360,com.github.jnr:jnr-constants:0.9.6,1,600,1551,0
12361,com.github.jnr:jnr-constants:0.9.5,1,553,1706,0
12362,com.github.jnr:jnr-constants:0.9.0,1,489,1472,0
12363,org.elasticsearch.client:transport:5.6.15,1,15,7,0
12364,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.5.4,1,54,71,0
12365,com.vladsch.flexmark:flexmark-jira-converter:0.50.40,1,56,180,0
12366,com.github.java-json-tools:uri-template:0.10,1,65,170,0
12367,com.nimbusds:nimbus-jose-jwt:4.26.1,1,590,1267,0
12368,jgrapht:jgrapht:0.6.0,1,172,604,0
12369,io.snappydata:snappy-spark-test-tags_2.10:1.6.2-2,1,25,0,0
12370,com.itangcent:guice-action:0.7.9,1,366,1066,0
12371,com.guicedee.services:uadetector-core:1.1.0.7-jre14,1,24,0,0
12372,com.aoindustries:ao-taglib:6.0.0,1,479,1342,0
12373,io.netty:netty-transport-native-epoll:4.1.45.Final,1,266,1011,0
12374,javax.persistence:persistence-api:1.0.2,1,0,0,0
12375,com.typesafe.play:play-json_2.11:2.7.4,1,1456,5583,0
12376,com.squareup.okhttp3:okhttp:3.10.0,1,2285,1616,0
12377,org.onosproject:onos-api:1.7.1,1,3274,6861,0
12378,io.netty:netty-transport:4.0.27.Final,1,546,2404,0
12379,org.springframework.cloud:spring-cloud-starter-sleuth:2.2.2.RELEASE,1,17,0,0
12380,io.fabric8:kubernetes-client:4.6.0,1,1225,4323,0
12381,org.wso2.carbon:org.wso2.carbon.authenticator.proxy:4.6.2-m4,1,32,8,0
12382,org.codehaus.plexus:plexus-resources:1.0.1,1,101,86,0
12383,org.apache.shiro:shiro-config-ogdl:1.5.3,1,88,180,0
12384,org.apache.curator:curator-framework:4.0.1,1,316,1599,0
12385,org.openscience.cdk:cdk-interfaces:1.5.14,1,78,483,0
12386,org.springframework.boot:spring-boot:2.3.1.RELEASE,1,0,0,0
12387,org.apache.deltaspike.modules:deltaspike-data-module-api:1.9.4,1,25,199,0
12388,org.uberfire:uberfire-nio2-model:7.51.0.Final,1,162,547,0
12389,org.apache.maven:maven-model:2.2.1,1,247,600,0
12390,net.kyori:adventure-serializer-configurate4:4.7.0,1,3380,106,0
12391,com.github.spice-h2020:sparql.anything.engine:0.0.1,1,3491,17,0
12392,org.seleniumhq.selenium:selenium-remote-driver:2.46.0,1,617,940,0
12393,net.sf.xslthl:xslthl:2.0.2,1,705,189,0
12394,org.jvnet.mimepull:mimepull:1.9.3,1,166,240,0
12395,org.jvnet.mimepull:mimepull:1.9.6,1,122,245,0
12396,org.jvnet.mimepull:mimepull:1.9.7,1,191,245,0
12397,org.apache.camel:camel-validator:3.7.3,1,45,78,0
12398,org.springframework:spring-expression:3.0.7.RELEASE,1,584,697,0
12399,org.scala-js:scalajs-test-interface_2.12:1.1.1,1,47,115,0
12400,org.scala-lang:scala-compiler:2.10.5,1,0,0,0
12401,org.typelevel:cats-effect_2.13:2.1.2,1,0,0,0
12402,org.typelevel:cats-effect_2.13:2.1.3,1,2580,12344,0
12403,org.typelevel:cats-effect_2.13:2.1.4,1,2521,12344,0
12404,org.scala-lang:scala-compiler:2.10.3,1,0,0,0
12405,io.netty:netty-transport:4.1.42.Final,1,891,3575,0
12406,org.kie.workbench.services:kie-wb-common-refactoring-backend:7.43.0.Final,1,136,491,0
12407,org.springframework:spring-core:5.2.4.RELEASE,1,3440,7939,0
12408,com.twitter:util-app_2.12:21.1.0,1,458,1312,0
12409,org.apache.rampart.wso2:rampart-trust:1.6.1-wso2v42,1,0,0,0
12410,org.drools:drools-core:7.43.0.Final,1,7354,25697,0
12411,com.amazonaws:aws-java-sdk-codestar:1.11.438,1,0,0,0
12412,io.github.bonigarcia:webdrivermanager:4.2.0,1,331,636,0
12413,org.osgi:osgi.core:6.0.0,1,453,748,0
12414,org.odpi.egeria:integration-daemon-services-registration:2.4,1,29,39,0
12415,org.jctools:jctools-core:1.2.1,1,187,530,0
12416,com.coditory.sherlock:sherlock-api-reactive:0.4.5,1,149,98,0
12417,org.opendaylight.openflowplugin.openflowjava:openflowjava-util:0.11.2,1,49,43,0
12418,org.opendaylight.openflowplugin.openflowjava:openflowjava-util:0.11.1,1,71,43,0
12419,com.helger.photon:ph-oton-uicore:8.2.7,1,794,924,0
12420,org.apache.kerby:kerb-util:2.0.0,1,80,152,0
12421,org.wso2.carbon.business-process:org.wso2.carbon.application.deployer.humantask:4.5.39,1,35,10,0
12422,io.netty:netty-resolver:4.1.17.Final,1,112,111,0
12423,org.apache.geronimo.specs:geronimo-annotation_1.0_spec:1.1.1,1,21,17,0
12424,org.apache.logging.log4j:log4j-api:2.13.3,1,578,2496,0
12425,org.eclipse.jetty:jetty-annotations:9.2.3.v20140905,1,247,218,0
12426,org.apache.logging.log4j:log4j-api:2.13.2,1,647,2496,0
12427,jakarta.json.bind:jakarta.json.bind-api:1.0.2,1,26,70,0
12428,com.nu-art-software:belog:1.2.30,1,123,164,0
12429,org.springframework.security:spring-security-crypto:5.2.4.RELEASE,1,278,261,0
12430,io.grpc:grpc-netty:1.26.0,1,319,1188,0
12431,org.jboss.arquillian.core:arquillian-core-impl-base:1.1.1.Final,1,98,204,0
12432,io.dropwizard:dropwizard-lifecycle:0.7.1,1,27,43,0
12433,io.netty:netty-codec-dns:4.1.21.Final,1,120,480,0
12434,javax.jdo:jdo-api:3.0.1,1,335,1613,0
12435,org.glassfish.hk2:hk2-api:2.2.0-b21,1,196,895,0
12436,org.eclipse.jdt:org.eclipse.jdt.core:3.24.0,1,34893,31227,0
12437,io.provis:provisio-core:0.0.10,1,90,92,0
12438,org.infinispan:infinispan-core:12.0.0.Dev3,1,10444,35774,0
12439,org.http4s:http4s-circe_2.12:0.21.7,1,0,0,0
12440,org.springframework.boot:spring-boot-starter-logging:2.2.6.RELEASE,1,29,0,0
12441,org.apache.metamodel:MetaModel-core:5.3.3,1,3952,2971,0
12442,org.codehaus.jackson:jackson-xc:1.9.13,1,105,86,0
12443,org.eclipse.jetty:jetty-io:9.2.3.v20140905,1,292,539,0
12444,io.dropwizard:dropwizard-servlets:1.3.27,1,61,96,0
12445,org.glassfish.pfl:pfl-dynamic:4.1.0,1,552,1891,0
12446,com.softwaremill.sttp.client3:async-http-client-backend_0.27:3.0.0-RC6,1,0,0,0
12447,org.apache.activemq.examples.failover:replicated-transaction-failover:2.15.0,1,3221,4,0
12448,org.powermock:powermock-module-junit4:1.5,1,131,72,0
12449,io.monix:monix_2.13:3.3.0,1,38,2,0
12450,uk.gov.gchq.gaffer:exception:1.14.0,1,328,67,0
12451,org.seleniumhq.selenium:selenium-support:3.6.0,1,289,745,0
12452,com.rabbitmq:amqp-client:5.8.0,1,968,4321,0
12453,org.apache.tomcat:tomcat-jasper-el:8.5.64,1,559,806,0
12454,io.netty:netty-transport:4.1.46.Final,1,988,3572,0
12455,io.floodplain:immutable-api:1.3.6,1,78,44,0
12456,org.uberfire:uberfire-workbench-processors:7.43.0.Final,1,198,284,0
12457,org.uberfire:uberfire-widgets-table:7.48.0.Final,1,95,280,0
12458,de.averbis.textanalysis:tnm-typesystem:2.38.0,1,154,342,0
12459,org.finos.legend.pure:legend-pure-m4:1.6.0,1,1343,2026,0
12460,org.apache.camel:camel-jackson:2.23.2.fuse-780030,1,0,0,0
12461,org.scalatest:scalatest_2.11:3.0.8,1,16010,68544,0
12462,com.github.jasync-sql:jasync-common:1.1.4,1,374,1030,0
12463,io.quarkus:quarkus-vertx-http-dev-console-spi:1.11.4.Final,1,31,16,0
12464,org.apache.camel:camel-api:3.6.0,1,392,2956,0
12465,software.amazon.awscdk:kinesisanalytics:1.89.0,1,272,1418,0
12466,org.springframework.security:spring-security-config:4.2.13.RELEASE,1,504,1359,0
12467,org.uberfire:uberfire-api:7.43.0.Final,1,147,894,0
12468,org.apache.xmlgraphics:batik-constants:1.13,1,123,0,0
12469,org.apache.maven:maven-artifact:3.5.0,1,131,345,0
12470,org.codehaus.jettison.wso2:jettison:1.1.wso2v1,1,0,0,0
12471,org.renjin:utils:3.5-beta76,1,0,0,0
12472,software.amazon.awscdk:s3-notifications:1.89.0,1,26,28,0
12473,com.google.api-ads:ads-lib:4.13.0,1,857,1878,0
12474,org.apache.maven:maven-artifact:3.5.3,1,186,345,0
12475,org.http4s:http4s-dsl_2.13:0.21.8,1,0,0,0
12476,org.apache.jena:jena-tdb2:3.16.0,1,511,1651,0
12477,org.apache.xmlgraphics:batik-constants:1.10,1,30,0,0
12478,net.exoego:aws-sdk-scalajs-facade-ssooidc_sjs1_2.12:0.32.0-v2.798.0,1,5016,329,0
12479,org.apache.maven:maven-artifact:3.5.2,1,130,345,0
12480,org.locationtech.geomesa:geomesa-accumulo-datastore_2.11:2.3.3,1,1257,2747,0
12481,org.glassfish.grizzly:grizzly-framework:2.1.2,1,0,0,0
12482,org.glassfish.grizzly:grizzly-http-server:2.1.2,1,0,0,0
12483,net.sourceforge.argparse4j:argparse4j:0.4.0,1,436,503,0
12484,org.python:jython-standalone:2.5.2,1,79126,53407,0
12485,org.twister2:network-api-java:0.8.0,1,25,15,0
12486,com.fasterxml.jackson.datatype:jackson-datatype-guava:2.11.0,1,147,314,0
12487,com.eed3si9n:sjson-new-core_2.12:0.9.0,1,2809,4016,0
12488,org.springframework.boot:spring-boot-actuator:2.2.8.RELEASE,1,890,3095,0
12489,org.springframework:spring-expression:5.3.9,1,650,1068,0
12490,com.baomidou:mybatis-plus-annotation:3.2.0,1,39,46,0
12491,net.sourceforge.argparse4j:argparse4j:0.4.3,1,223,506,0
12492,org.apache.camel:camel-xslt:3.5.0,1,114,196,0
12493,org.springframework:spring-expression:5.3.4,1,980,1069,0
12494,org.kie:lienzo-core:7.47.0.Final,1,0,0,0
12495,org.netbeans.api:org-netbeans-modules-csl-api:RELEASE121,1,1155,2187,0
12496,com.github.protobufel:common-verifications:0.6,1,107,14,0
12497,org.springframework:spring-expression:5.3.3,1,540,1069,0
12498,org.netbeans.api:org-netbeans-modules-csl-api:RELEASE122,1,3500,2202,0
12499,org.netbeans.api:org-netbeans-modules-csl-api:RELEASE123,1,1026,2202,0
12500,org.springframework:spring-expression:5.3.2,1,665,1069,0
12501,org.springframework:spring-expression:5.3.1,1,680,1069,0
12502,io.netty:netty-common:4.0.56.Final,1,1107,2242,0
12503,org.bytedeco.javacpp-presets:artoolkitplus:2.3.1-1.4.3,1,51,412,0
12504,org.springframework.security:spring-security-web:5.1.12.RELEASE,1,619,2674,0
12505,org.junit.jupiter:junit-jupiter-api:5.5.2,1,643,1014,0
12506,io.github.factoryfx:javafxDistributionServer:2.2.20,1,3254,35,0
12507,org.eclipse.jetty:jetty-servlet:9.4.12.v20180830,1,258,478,0
12508,org.hibernate:hibernate-entitymanager:4.3.11.Final,1,1044,3909,0
12509,org.glassfish.grizzly:grizzly-http-server:3.0.0-M1,1,767,1420,0
12510,org.springframework.cloud:spring-cloud-netflix-eureka-client:2.1.1.RELEASE,1,0,0,0
12511,org.finos.legend.pure:legend-pure-m3-core:1.6.0,1,12656,37927,0
12512,com.simiacryptus:mindseye-tensorflow:2.1.0,1,4531,747,0
12513,org.uberfire:uberfire-workbench-client:7.48.0.Final,1,439,2590,0
12514,org.netbeans.modules:org-netbeans-modules-css-model:RELEASE123,1,217,999,0
12515,org.mvel:mvel2:2.1.3.Final,1,6369,3635,0
12516,io.helidon.common:helidon-common-reactive:1.4.8,1,141,696,0
12517,com.nepxion:discovery-common:3.17.0,1,457,430,0
12518,com.daml:ledger-api-client_2.13:1.11.0-snapshot.20210224.6385.0.dba114a2,1,317,1431,0
12519,com.vladsch.flexmark:flexmark-all:0.62.2,1,22,0,0
12520,org.apache.maven:maven-aether-provider:3.1.1,1,145,161,0
12521,org.apache.maven:maven-aether-provider:3.1.0,1,102,161,0
12522,com.mastfrog:abstractions:2.7.2,1,200,264,0
12523,com.google.guava:failureaccess:1.0.1,1,44,4,0
12524,org.netbeans.modules:org-netbeans-modules-java-editor-base:RELEASE121,1,235,522,0
12525,io.helidon.security.abac:helidon-security-abac-role:1.4.8,1,43,78,0
12526,org.codehaus.plexus:plexus-container-default:1.0-alpha-9,1,320,972,0
12527,org.netbeans.modules:org-netbeans-modules-java-editor-base:RELEASE123,1,304,537,0
12528,net.sourceforge.saxon:saxon:9.1.0.8,1,12088,11039,0
12529,org.apache.maven.wagon:wagon-ssh:1.0-beta-6,1,75,69,0
12530,org.easytesting:fest-assert:1.4,1,136,557,0
12531,org.apache.curator:curator-client:4.3.0,1,4613,16840,0
12532,com.vladsch.flexmark:flexmark-ext-media-tags:0.62.2,1,77,86,0
12533,com.jcraft:jsch:0.1.38,1,1727,966,0
12534,com.twitter:chill_2.10:0.7.0,1,258,727,0
12535,org.eclipse.jetty:jetty-servlets:9.4.11.v20180605,1,186,288,0
12536,com.jcraft:jsch:0.1.42,1,2797,1004,0
12537,org.webjars.npm:ansi-styles:4.3.0,1,21,0,0
12538,com.oracle.database.jdbc:ucp:11.2.0.4,1,1803,2042,0
12539,software.amazon.awscdk:certificatemanager:1.89.0,1,171,238,0
12540,org.webjars.npm:loader-utils:2.0.0,1,37,0,0
12541,io.chrisdavenport:unique_2.13:2.0.0,1,35,18,0
12542,com.liferay:com.liferay.portal.tools.target.platform.indexer.client:1.0.4,1,4650,33,0
12543,org.glassfish.pfl:pfl-basic:4.0.1,1,305,845,0
12544,com.github.stephenc.eaio-uuid:uuid:3.4.0,1,79,53,0
12545,org.dkpro.core:dkpro-core-api-ner-asl:2.2.0,1,64,221,0
12546,org.opencastproject:opencast-workflow-service-api:8.8,1,122,622,0
12547,org.netbeans.api:org-netbeans-modules-schema2beans:RELEASE121,1,2974,3194,0
12548,org.eclipse.jetty.websocket:websocket-common:9.4.34.v20201102,1,342,1002,0
12549,org.eclipse.rdf4j:rdf4j-queryparser-api:3.1.0,1,42,105,0
12550,org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt.common:5.16.56,1,0,0,0
12551,com.helger:ph-dao:9.4.8,1,782,568,0
12552,org.netbeans.api:org-netbeans-modules-schema2beans:RELEASE123,1,2987,3194,0
12553,org.jadira.usertype:usertype.core:3.1.0.GA,1,214,788,0
12554,org.netbeans.api:org-netbeans-swing-outline:RELEASE121,1,408,579,0
12555,org.codehaus.cargo:cargo-core-api-module:1.8.5,1,506,659,0
12556,org.netbeans.api:org-netbeans-swing-outline:RELEASE122,1,373,579,0
12557,org.netbeans.api:org-netbeans-swing-outline:RELEASE123,1,512,579,0
12558,org.springframework.boot:spring-boot-starter-actuator:2.3.7.RELEASE,1,14,0,0
12559,com.jcraft:jsch:0.1.53,1,1767,1398,0
12560,software.amazon.awssdk:auth:2.15.19,1,301,773,0
12561,org.jboss.arquillian.container:arquillian-container-spi:1.1.1.Final,1,90,214,0
12562,com.jcraft:jsch:0.1.54,1,0,0,0
12563,org.springframework:spring-jdbc:3.0.7.RELEASE,1,1037,2121,0
12564,com.jcraft:jsch:0.1.51,1,1727,1314,0
12565,com.jcraft:jsch:0.1.52,1,2008,1397,0
12566,com.jcraft:jsch:0.1.50,1,1641,1277,0
12567,io.jsonwebtoken:jjwt-api:0.10.5,1,214,423,0
12568,org.jboss.errai:errai-cdi-server:4.8.0.Final,1,86,198,0
12569,org.codehaus.cargo:cargo-core-api-generic:1.8.5,1,216,146,0
12570,ch.qos.logback.contrib:logback-json-classic:0.1.5,1,0,0,0
12571,org.apache.directory.api:api-asn1-api:1.0.0-M20,1,101,55,0
12572,org.wso2.orbit.commons-fileupload:commons-fileupload:1.3.3.wso2v1,1,146,300,0
12573,org.springframework.cloud:spring-cloud-commons:2.2.2.RELEASE,1,244,843,0
12574,com.github.mx-go:nacos-config-core:1.0.3,1,5066,103,0
12575,io.reactivex.rxjava2:rxjava:2.2.2,1,4725,9681,0
12576,org.n52.sensorweb:52n-xml-inspire-base-v33:2.7.0,1,125,533,0
12577,io.reactivex.rxjava2:rxjava:2.2.0,1,5076,9680,0
12578,org.bitbucket.mstrobel:procyon-compilertools:0.5.32,1,5989,6755,0
12579,org.apache.tomcat:tomcat-catalina:9.0.31,1,5853,7521,0
12580,io.reactivex.rxjava2:rxjava:2.2.4,1,0,0,0
12581,io.ultreia.java4all.i18n:i18n-runtime:4.0-beta-14,1,291,254,0
12582,com.kenshoo:persistence-layer:0.1.61-jooq-3.10.4,1,5060,4256,0
12583,it.unibo.tuprolog:dsl-unify-js:0.17.0,1,1908,0,0
12584,org.typelevel:cats-kernel-laws_native0.4_2.12:2.4.1,1,568,2756,0
12585,software.amazon.awscdk:cdk-region-info:1.72.0,1,51,59,0
12586,javax.xml.bind:jsr173_api:1.0,1,0,0,0
12587,io.jsonwebtoken:jjwt-api:0.10.6,1,146,423,0
12588,io.jsonwebtoken:jjwt-api:0.10.7,1,214,423,0
12589,software.amazon.awssdk:protocol-core:2.15.50,1,98,193,0
12590,io.jsonwebtoken:jjwt-api:0.10.8,1,142,423,0
12591,org.apache.tomcat:tomcat-catalina:9.0.34,1,4677,7535,0
12592,com.carrotsearch:hppc:0.6.0,1,3577,9323,0
12593,com.jcraft:jsch:0.1.55,1,2047,1407,0
12594,org.eclipse.ditto:ditto-signals-commands-base:1.2.0,1,227,328,0
12595,com.softwaremill.sttp.shared:core_2.13:1.0.0-RC5,1,83,252,0
12596,io.grpc:grpc-context:1.17.0,1,85,147,0
12597,net.sf.flexjson:flexjson:3.3,1,333,393,0
12598,io.fabric8:kubernetes-model-rbac:5.1.1,1,335,1534,0
12599,software.amazon.awssdk:protocol-core:2.15.49,1,71,193,0
12600,org.elasticsearch.client:elasticsearch-rest-client:5.6.15,1,68,112,0
12601,org.mybatis.spring.boot:mybatis-spring-boot-starter:2.0.0,1,10,0,0
12602,com.github.docker-java:docker-java:3.1.5,1,1290,5422,0
12603,org.springframework:spring-context:5.1.7.RELEASE,1,0,0,0
12604,org.apache.maven.doxia:doxia-sink-api:1.7,1,19,133,0
