number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
266,org.jkee.gtree:gtree:0.2,2130,7440,7037,403,113,9428,103943,9550,92769,com.google.guava:guava:13.0.1;org.jkee.gtree:gtree:0.2
267,de.sciss:filecache-common_0.27:1.0.0,0,23167,23167,0,null,0,0,-1,-1,de.sciss:filecache-common_0.27:1.0.0;ch.epfl.lamp:dotty-library_0.27:0.27.0-RC1;org.scala-lang:scala-library:2.13.3;de.sciss:serial_0.27:2.0.0;de.sciss:fileutil_0.27:1.1.5
268,com.threatconnect.sdk.addons:app-package-plugin:2.12.2,10440,22713,21353,1360,250,33539,521671,33361,418396,org.apache.maven:maven-artifact:3.3.9;javax.inject:javax.inject:1;org.apache.maven.shared:maven-shared-utils:3.1.0;org.slf4j:slf4j-api:1.7.21;org.apache.maven:maven-repository-metadata:3.5.0;org.codehaus.plexus:plexus-interpolation:1.24;org.codehaus.plexus:plexus-utils:3.0.24;org.apache.maven.resolver:maven-resolver-util:1.0.3;javax.annotation:jsr250-api:1.0;com.google.inject:guice:4.0;javax.enterprise:cdi-api:1.0;com.google.code.gson:gson:2.7;com.threatconnect.app:services-core:2.12.2;org.eclipse.sisu:org.eclipse.sisu.inject:0.3.2;org.codehaus.plexus:plexus-component-annotations:1.7.1;org.apache.maven:maven-plugin-api:3.3.9;org.apache.maven:maven-settings-builder:3.5.0;org.apache.maven.resolver:maven-resolver-spi:1.0.3;org.apache.logging.log4j:log4j-api:2.6.1;org.apache.maven:maven-model-builder:3.5.0;org.sonatype.plexus:plexus-sec-dispatcher:1.4;org.apache.maven.resolver:maven-resolver-api:1.0.3;aopalliance:aopalliance:1.0;org.eclipse.paho:org.eclipse.paho.client.mqttv3:1.2.1;org.apache.maven:maven-builder-support:3.5.0;org.codehaus.plexus:plexus-classworlds:2.5.2;org.apache.commons:commons-lang3:3.5;commons-io:commons-io:2.4;org.apache.maven:maven-core:3.5.0;org.apache.logging.log4j:log4j-slf4j-impl:2.6.1;org.sonatype.plexus:plexus-cipher:1.4;org.apache.maven.resolver:maven-resolver-impl:1.0.3;com.threatconnect.app:apps-util:2.12.2;com.threatconnect.app:apps-core:2.12.2;org.eclipse.sisu:org.eclipse.sisu.plexus:0.3.2;org.apache.maven:maven-settings:3.5.0;com.threatconnect.sdk.addons:app-package-plugin:2.12.2;org.apache.maven:maven-model:3.3.9;com.google.guava:guava:20.0;org.apache.maven:maven-resolver-provider:3.5.0
269,com.apollographql.apollo:apollo-coroutine-support:1.0.0-alpha5,0,3153,3148,5,27,0,0,28,21,org.jetbrains.kotlinx:kotlinx-coroutines-core-common:1.0.1;org.jetbrains.kotlinx:kotlinx-coroutines-core:1.0.1;com.apollographql.apollo:apollo-coroutine-support:1.0.0-alpha5;org.jetbrains.kotlin:kotlin-stdlib-common:1.3.0;org.jetbrains.kotlin:kotlin-stdlib:1.3.0;org.jetbrains:annotations:13.0
270,net.exoego:aws-sdk-scalajs-facade-ssooidc_sjs1_2.12:0.32.0-v2.798.0,12471,31711,27299,4412,10056,58362,1120871,58147,1077361,net.exoego:aws-sdk-scalajs-facade-core_sjs1_2.12:0.32.0-v2.798.0;org.scala-lang:scala-library:2.12.12;org.scala-js:scalajs-library_2.12:1.3.1;net.exoego:aws-sdk-scalajs-facade-ssooidc_sjs1_2.12:0.32.0-v2.798.0
271,com.uchuhimo:konf-js:0.23.0,0,57602,52579,5023,866,0,0,78321,1447802,org.graalvm.regex:regex:20.2.0;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.3;org.apache.commons:commons-text:1.9;org.ow2.asm:asm:7.1;org.ow2.asm:asm-analysis:7.1;org.graalvm.js:js:20.2.0;org.ow2.asm:asm-util:7.1;org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.3.9;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.0;org.reflections:reflections:0.9.12;com.ibm.icu:icu4j:67.1;org.jetbrains.kotlin:kotlin-reflect:1.4.10;com.fasterxml.jackson.module:jackson-module-kotlin:2.11.3;org.jetbrains:annotations:13.0;org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.10;com.fasterxml.jackson.core:jackson-annotations:2.11.3;org.javassist:javassist:3.26.0-GA;org.graalvm.sdk:graal-sdk:20.2.0;org.ow2.asm:asm-commons:7.1;com.uchuhimo:konf-core:0.23.0;org.apache.commons:commons-lang3:3.11;org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.4.10;com.fasterxml.jackson.core:jackson-databind:2.11.3;org.ow2.asm:asm-tree:7.1;com.fasterxml.jackson.core:jackson-core:2.11.3;org.jetbrains.kotlin:kotlin-stdlib:1.4.10;org.graalvm.truffle:truffle-api:20.2.0;com.uchuhimo:konf-js:0.23.0
272,org.streamingpool:streamingpool-ext-analysis:1.1.0,0,92334,57214,35120,10007,0,0,138606,4246728,com.typesafe.akka:akka-actor_2.11:2.4.16;org.javolution:javolution:5.2.3;org.slf4j:slf4j-api:1.7.21;org.tensorics:tensorics-expression:0.0.2;com.typesafe.akka:akka-stream_2.11:2.4.16;org.streamingpool:streamingpool-ext-tensorics:1.1.0;org.hamcrest:hamcrest-core:1.3;org.scala-lang:scala-library:2.11.8;io.reactivex.rxjava2:rxjava:2.0.4;commons-logging:commons-logging:1.2;junit:junit:4.12;org.scala-lang.modules:scala-parser-combinators_2.11:1.0.4;org.tensorics:tensorics-core:0.0.28;org.springframework:spring-test:4.3.5.RELEASE;log4j:log4j:1.2.17;com.typesafe:ssl-config-core_2.11:0.2.1;org.springframework:spring-expression:4.3.5.RELEASE;org.streamingpool:streamingpool-core:1.1.0;org.scala-lang.modules:scala-java8-compat_2.11:0.7.0;org.mockito:mockito-core:1.10.19;org.springframework:spring-beans:4.3.5.RELEASE;com.typesafe:config:1.3.0;org.apache.commons:commons-lang3:3.5;org.objenesis:objenesis:2.1;org.slf4j:slf4j-log4j12:1.7.22;org.hamcrest:hamcrest-all:1.3;org.reactivestreams:reactive-streams:1.0.0;org.springframework:spring-context:4.3.5.RELEASE;org.springframework:spring-aop:4.3.5.RELEASE;org.jscience:jscience:4.3.1;org.springframework:spring-core:4.3.5.RELEASE;com.google.guava:guava:21.0;org.streamingpool:streamingpool-ext-analysis:1.1.0
273,com.daml:ledger-resources_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38,97266,134025,81029,52996,11241,261753,10472552,259453,10187815,com.daml:ledger-resources_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38;io.grpc:grpc-context:1.29.0;com.google.protobuf:protobuf-java:3.11.0;com.daml:ledger-api-scalapb_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38;com.google.code.gson:gson:2.8.6;org.scala-lang.modules:scala-parser-combinators_2.12:1.1.2;io.grpc:grpc-core:1.29.0;org.checkerframework:checker-compat-qual:2.5.5;org.scala-lang.modules:scala-collection-compat_2.12:2.1.6;com.thesamet.scalapb:scalapb-runtime-grpc_2.12:0.9.0;net.logstash.logback:logstash-logback-encoder:6.3;com.daml:resources-akka_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38;com.github.ghik:silencer-lib_2.12.12:1.7.1;com.thesamet.scalapb:scalapb-runtime_2.12:0.9.0;com.lihaoyi:sourcecode_2.12:0.1.7;com.daml:resources_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38;com.lihaoyi:fastparse_2.12:2.1.3;io.grpc:grpc-protobuf:1.29.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;io.grpc:grpc-protobuf-lite:1.29.0;com.typesafe:config:1.4.0;com.typesafe.akka:akka-protobuf-v3_2.12:2.6.10;com.fasterxml.jackson.core:jackson-annotations:2.10.1;io.grpc:grpc-stub:1.29.0;org.scala-lang:scala-library:2.12.11;com.daml:grpc-utils_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38;io.grpc:grpc-api:1.29.0;com.google.errorprone:error_prone_annotations:2.3.4;com.fasterxml.jackson.core:jackson-databind:2.10.1;org.reactivestreams:reactive-streams:1.0.3;com.google.api.grpc:proto-google-common-protos:1.17.0;com.google.guava:guava:28.2-android;com.google.android:annotations:4.1.1.4;org.scala-lang.modules:scala-java8-compat_2.12:0.9.0;com.thesamet.scalapb:lenses_2.12:0.9.0;io.perfmark:perfmark-api:0.19.0;com.typesafe.akka:akka-stream_2.12:2.6.10;com.typesafe:ssl-config-core_2.12:0.4.2;com.fasterxml.jackson.core:jackson-core:2.10.1;com.daml:contextualized-logging_2.12:1.9.0-snapshot.20210112.6040.0.7171cb38;com.google.j2objc:j2objc-annotations:1.3;com.google.code.findbugs:jsr305:3.0.2;org.slf4j:slf4j-api:1.7.26;org.codehaus.mojo:animal-sniffer-annotations:1.18;com.typesafe.akka:akka-actor_2.12:2.6.10;com.google.guava:failureaccess:1.0.1
274,org.wso2.carbon.mediation:org.wso2.carbon.das.data.publisher.util:4.7.85,0,7427,7427,0,null,0,0,-1,-1,org.wso2.carbon.mediation:org.wso2.carbon.das.data.publisher.util:4.7.85;org.wso2.carbon:org.wso2.carbon.utils:4.6.1;org.wso2.orbit.org.bouncycastle:bcprov-jdk15on:1.60.0.wso2v1;org.bouncycastle:bcprov-jdk15on:1.60;org.wso2.carbon:org.wso2.carbon.user.api:4.6.1;org.wso2.carbon:org.wso2.carbon.bootstrap:4.6.1;wrapper:wrapper:3.2.3;org.ops4j.pax.logging:pax-logging-api:1.11.3;org.osgi:osgi.core:6.0.0;org.osgi:osgi.cmpn:6.0.0;org.ops4j.pax.logging:pax-logging-log4j2:1.11.3;org.wso2.carbon:org.wso2.carbon.queuing:4.6.1;org.wso2.carbon:org.wso2.carbon.base:4.6.1;org.apache.ws.commons.axiom.wso2:axiom:1.2.11-wso2v17;org.apache.geronimo.specs.wso2:geronimo-stax-api_1.0_spec:1.0.1.wso2v2;org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1;org.codehaus.woodstox:woodstox-core-asl:4.2.0;org.codehaus.woodstox:stax2-api:3.1.4;org.wso2.securevault:org.wso2.securevault:1.1.3;org.apache.ws.commons.axiom:axiom-api:1.2.11;org.apache.geronimo.specs:geronimo-activation_1.1_spec:1.0.2;org.apache.geronimo.specs:geronimo-javamail_1.4_spec:1.6;org.apache.ws.commons.axiom:axiom-impl:1.2.11;org.codehaus.woodstox:wstx-asl:3.2.9;jline:jline:0.9.94;junit:junit:3.8.1;commons-cli:commons-cli:1.0;commons-lang:commons-lang:1.0;commons-io:commons-io:2.0;commons-codec:commons-codec:1.2;org.wso2.carbon:org.wso2.carbon.securevault:4.6.1;org.eclipse.platform:org.eclipse.osgi:3.14.0;org.apache.axis2.wso2:axis2:1.6.1-wso2v41;org.igniterealtime.smack.wso2:smack:3.0.4.wso2v1;org.igniterealtime.smack.wso2:smackx:3.0.4.wso2v1;xerces.wso2:xercesImpl:2.8.1.wso2v2;jaxen:jaxen:1.1.1;dom4j:dom4j:1.6.1;jdom:jdom:1.0;xml-apis:xml-apis:1.3.02;xerces:xercesImpl:2.6.2;xom:xom:1.0;xerces:xmlParserAPIs:2.6.2;com.ibm.icu:icu4j:2.6.1;org.wso2.orbit.commons-fileupload:commons-fileupload:1.3.3.wso2v1;org.apache.ant.wso2:ant:1.7.0.wso2v1;org.apache.ant:ant:1.7.0;org.apache.ant:ant-launcher:1.7.0;org.eclipse.equinox:javax.servlet:3.0.0.v201112011016;org.wso2.orbit.commons-httpclient:commons-httpclient:3.1.0.wso2v6;org.wso2.carbon:org.wso2.carbon.registry.api:4.6.1;commons-lang.wso2:commons-lang:2.6.0.wso2v1;org.osgi:org.osgi.service.component.annotations:1.3.0;org.osgi:org.osgi.annotation:6.0.0;org.osgi:org.osgi.service.metatype.annotations:1.3.0;org.wso2.carbon:org.wso2.carbon.core:4.6.1;org.wso2.orbit.com.hazelcast:hazelcast:3.12.2.wso2v1;org.wso2.eclipse.osgi:org.eclipse.osgi.services:3.5.100.v20160504-1419;org.eclipse.equinox:org.eclipse.equinox.http.helper:1.1.0.wso2v1;org.eclipse.osgi:org.eclipse.osgi:3.7.0.v20110613;org.eclipse.osgi:org.eclipse.osgi.services:3.3.0.v20110513;org.wso2.carbon:javax.cache.wso2:4.6.1;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1;org.wso2.carbon:org.wso2.carbon.registry.core:4.6.1;commons-io.wso2:commons-io:2.4.0.wso2v1;net.sourceforge.findbugs:annotations:1.3.2;org.apache.ws.commons.schema.wso2:XmlSchema:1.4.7.wso2v6;org.wso2.carbon:org.wso2.carbon.registry.xboot:4.6.1;org.compass-project.wso2:compass:2.0.1.wso2v2;org.apache.abdera.wso2:abdera:1.0.0.wso2v3;org.wso2.orbit.org.apache.tomcat:jdbc-pool:9.0.35.wso2v1;commons-pool.wso2:commons-pool:1.5.6.wso2v1;commons-pool:commons-pool:1.5.6;org.apache.felix:org.apache.felix.scr.ds-annotations:1.2.10;org.wso2.carbon:org.wso2.carbon.user.core:4.6.1;commons-dbcp.wso2:commons-dbcp:1.4.0.wso2v1;org.wso2.carbon.crypto:org.wso2.carbon.crypto.api:1.1.9;org.wso2.orbit.commons-collections:commons-collections:3.2.2.wso2v1;org.wso2.orbit.org.apache.neethi:neethi:2.0.4.wso2v5;org.apache.httpcomponents.wso2:httpcore:4.3.3.wso2v1;com.google.code.gson:gson:2.8.5;org.apache.tomcat:tomcat-catalina-ha:9.0.34;org.apache.tomcat:tomcat-juli:9.0.34;org.apache.tomcat:tomcat-tribes:9.0.34;org.apache.tomcat:tomcat-catalina:9.0.34;org.apache.tomcat:tomcat-jsp-api:9.0.34;org.apache.tomcat:tomcat-el-api:9.0.34;org.apache.tomcat:tomcat-annotations-api:9.0.34;org.apache.tomcat:tomcat-api:9.0.34;org.apache.tomcat:tomcat-jni:9.0.34;org.apache.tomcat:tomcat-jaspic-api:9.0.34;org.apache.tomcat:tomcat-util:9.0.34;org.apache.tomcat:tomcat-util-scan:9.0.34;wsdl4j.wso2:wsdl4j:1.6.2.wso2v4
275,org.infrastructurebuilder.util:iblog-slf4j-component:0.10.0,650,3241,3219,22,27,426,730,424,720,org.infrastructurebuilder.util:iblog-slf4j-component:0.10.0;org.jooq:joor-java-8:0.9.12;org.slf4j:slf4j-api:1.7.26
276,nl.vpro.shared:vpro-shared-elasticsearch:2.23.0,0,14709,13879,830,270,0,0,25996,247550,org.jsoup:jsoup:1.13.1;nl.vpro.shared:vpro-shared-elasticsearch:2.23.0;org.apache.commons:commons-lang3:3.11;com.google.guava:guava:30.1-jre;javax.inject:javax.inject:1;nl.vpro.shared:vpro-shared-util:2.23.0;javax.validation:validation-api:2.0.1.Final;com.google.errorprone:error_prone_annotations:2.3.4;org.apache.commons:commons-text:1.9;org.meeuw.math:mihxil-math:0.5.0;ru.lanwen.wiremock:wiremock-junit5:1.3.1;com.google.j2objc:j2objc-annotations:1.3;org.meeuw.math:mihxil-statistics:0.5.0;org.meeuw.util:mihxil-functional:1.3;commons-io:commons-io:2.8.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;nl.vpro.shared:vpro-shared-logging:2.23.0;org.slf4j:slf4j-api:1.7.27;com.google.guava:failureaccess:1.0.1;org.checkerframework:checker-qual:3.5.0
277,org.apache.pulsar:pulsar-transaction-common:2.6.2,4644,10732,10022,710,217,24386,222073,24547,196306,com.google.protobuf:protobuf-java-util:3.5.1;org.apache.pulsar:pulsar-transaction-common:2.6.2;com.google.code.gson:gson:2.7;com.google.protobuf:protobuf-java:3.5.1;com.google.guava:guava:19.0
278,com.dimafeng:testcontainers-scala-mockserver_2.12:0.38.3,41000,77147,60451,16696,11533,117775,1863418,115333,1690148,org.jetbrains:annotations:19.0.0;com.dimafeng:testcontainers-scala-mockserver_2.12:0.38.3;net.java.dev.jna:jna:5.5.0;org.slf4j:slf4j-api:1.7.30;org.scala-lang:scala-library:2.12.11;com.kohlschutter.junixsocket:junixsocket-common:2.0.4;com.dimafeng:testcontainers-scala-core_2.12:0.38.3;org.hamcrest:hamcrest-core:1.3;org.testcontainers:mockserver:1.14.3;org.rnorth.visible-assertions:visible-assertions:2.1.2;junit:junit:4.12;net.java.dev.jna:jna-platform:5.5.0;org.rnorth:tcp-unix-socket-proxy:1.0.2;org.apache.commons:commons-compress:1.20;org.rnorth.duct-tape:duct-tape:1.0.8;com.kohlschutter.junixsocket:junixsocket-native-common:2.0.4;org.scijava:native-lib-loader:2.0.2;org.testcontainers:testcontainers:1.14.3
279,org.ff4j:ff4j-store-commonsconfig:1.8.10,1641,7687,7519,168,66,5151,18506,5150,16647,org.ff4j:ff4j-core:1.8.10;commons-configuration:commons-configuration:1.10;commons-logging:commons-logging:1.1.1;org.ff4j:ff4j-store-commonsconfig:1.8.10;commons-lang:commons-lang:2.6
280,com.wirktop:esutils:0.9.6,2390,11675,11406,269,215,10148,47258,9926,40317,com.fasterxml.jackson.core:jackson-core:2.9.0;org.slf4j:slf4j-api:1.7.25;commons-io:commons-io:2.5;com.wirktop:esutils:0.9.6;com.fasterxml.jackson.core:jackson-annotations:2.9.0;com.fasterxml.jackson.core:jackson-databind:2.9.0
281,ru.ilb.callcontext:callcontext:1.3,581,3579,3540,39,32,480,1031,477,975,ru.ilb.jfunction:jfunction-streams:1.3;javax.inject:javax.inject:1;ru.ilb.jfunction:jfunction-marshallers-map:1.3;ru.ilb.jfunction:jfunction-marshallers:1.3;ru.ilb.callcontext:callcontext:1.3;ru.ilb.jfunction:jfunction-resources:1.3;ru.ilb.jfunction:jfunction-exception:1.3;ru.ilb.jfunction:jfunction-core:1.3;org.json:json:20180813
282,com.auritylab.graphql-kotlin-toolkit:codegen:0.6.1,0,10752,10109,643,345,0,0,26440,139988,org.jetbrains.kotlin:kotlin-stdlib-jdk8:1.4.10;org.jetbrains.kotlin:kotlin-stdlib-jdk7:1.4.10;org.reactivestreams:reactive-streams:1.0.2;com.auritylab.graphql-kotlin-toolkit:codegen:0.6.1;com.graphql-java:java-dataloader:2.2.3;com.graphql-java:graphql-java:15.0;org.antlr:antlr4-runtime:4.7.2;com.squareup:kotlinpoet:1.6.0;org.jetbrains.kotlin:kotlin-reflect:1.3.72;org.slf4j:slf4j-api:1.7.25;org.jetbrains.kotlin:kotlin-stdlib:1.4.10;com.auritylab.graphql-kotlin-toolkit:common:0.6.1;org.jetbrains:annotations:13.0;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.10
283,org.typelevel:munit-cats-effect-2_sjs1_3.0.0-M2:0.4-12-455d85f,0,23056,23056,0,null,0,0,-1,-1,org.typelevel:munit-cats-effect-2_sjs1_3.0.0-M2:0.4-12-455d85f;org.scala-lang:scala3-library_sjs1_3.0.0-M2:3.0.0-M2;org.scala-lang:scala-library:2.13.4;org.scala-js:scalajs-library_2.13:1.4.0;org.scalameta:munit_sjs1_3.0.0-M2:0.7.20;org.scala-js:scalajs-test-interface_2.13:1.3.1;org.scala-js:scalajs-junit-test-runtime_2.13:1.3.1;org.typelevel:cats-effect_sjs1_3.0.0-M2:2.3.1;org.typelevel:cats-core_sjs1_3.0.0-M2:2.3.1;org.typelevel:cats-kernel_sjs1_3.0.0-M2:2.3.1;org.typelevel:simulacrum-scalafix-annotations_3.0.0-M2:0.5.3;org.scala-lang:scala3-library_3.0.0-M2:3.0.0-M2
284,org.bitsofinfo:docker-discovery-swarm-service:1.0-RC5-20210205,0,37520,33852,3668,613,0,0,76586,958963,com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.8;javax.activation:activation:1.1;org.glassfish.jersey.core:jersey-common:2.22.2;org.glassfish.hk2.external:aopalliance-repackaged:2.4.0-b34;org.javassist:javassist:3.18.1-GA;org.bitsofinfo:docker-discovery-swarm-service:1.0-RC5-20210205;org.glassfish.jersey.ext:jersey-entity-filtering:2.22.2;commons-logging:commons-logging:1.2;org.apache.commons:commons-compress:1.18;com.github.jnr:jnr-unixsocket:0.18;org.ow2.asm:asm-commons:5.0.3;com.github.jnr:jnr-ffi:2.1.4;org.glassfish.jersey.core:jersey-client:2.22.2;commons-lang:commons-lang:2.6;org.ow2.asm:asm-tree:5.0.3;org.apache.httpcomponents:httpcore:4.4.5;com.spotify:docker-client:8.15.0;org.glassfish.hk2:hk2-locator:2.4.0-b34;commons-io:commons-io:2.5;org.glassfish.hk2:hk2-utils:2.4.0-b34;com.github.jnr:jnr-constants:0.9.8;org.bouncycastle:bcprov-jdk15on:1.60;com.github.jnr:jnr-enxio:0.16;org.glassfish.hk2:osgi-resource-locator:1.0.1;org.slf4j:slf4j-api:1.7.25;com.google.guava:guava:20.0;com.fasterxml.jackson.core:jackson-annotations:2.9.0;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.8;org.glassfish.jersey.connectors:jersey-apache-connector:2.22.2;com.github.jnr:jffi:1.2.15;javax.ws.rs:javax.ws.rs-api:2.0.1;org.glassfish.hk2:hk2-api:2.4.0-b34;commons-codec:commons-codec:1.9;org.glassfish.jersey.media:jersey-media-json-jackson:2.22.2;org.ow2.asm:asm:5.0.3;com.github.jnr:jnr-posix:3.0.35;org.glassfish.hk2.external:javax.inject:2.4.0-b34;com.fasterxml.jackson.core:jackson-core:2.9.8;javax.annotation:javax.annotation-api:1.2;org.bouncycastle:bcpkix-jdk15on:1.60;org.ow2.asm:asm-util:5.0.3;com.github.jnr:jnr-x86asm:1.0.2;com.fasterxml.jackson.datatype:jackson-datatype-guava:2.9.8;org.slf4j:slf4j-simple:1.7.25;com.fasterxml.jackson.core:jackson-databind:2.9.8;org.glassfish.jersey.bundles.repackaged:jersey-guava:2.22.2;org.ow2.asm:asm-analysis:5.0.3;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.9.8;org.apache.httpcomponents:httpclient:4.5
285,org.opendaylight.netconf:netconf-api:1.13.0,0,18760,17839,921,285,0,0,27588,268357,org.opendaylight.mdsal.binding.model.ietf:rfc6991-ietf-inet-types:7.0.5;io.netty:netty-buffer:4.1.58.Final;io.netty:netty-resolver:4.1.58.Final;org.opendaylight.yangtools:yang-common:6.0.4;com.google.guava:guava:29.0-jre;org.opendaylight.mdsal.model:ietf-type-util:7.0.5;org.opendaylight.yangtools:yang-xpath-api:6.0.4;io.netty:netty-common:4.1.58.Final;org.opendaylight.yangtools:concepts:6.0.4;org.opendaylight.netconf:netconf-api:1.13.0;org.opendaylight.mdsal.binding.model.ietf:rfc6991-ietf-yang-types:7.0.5;io.netty:netty-transport:4.1.58.Final;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.11.1;org.opendaylight.mdsal:yang-binding:7.0.5;org.opendaylight.yangtools:util:6.0.4;tech.pantheon.triemap:triemap:1.2.0;com.google.errorprone:error_prone_annotations:2.3.4;org.opendaylight.netconf:ietf-netconf-monitoring:1.13.0;org.opendaylight.mdsal.binding.model.ietf:rfc6991:7.0.5;org.opendaylight.mdsal:mdsal-binding-spec-util:7.0.5;com.google.j2objc:j2objc-annotations:1.3;org.opendaylight.yangtools:yang-model-api:6.0.4;com.google.guava:failureaccess:1.0.1;org.opendaylight.netconf:ietf-netconf-monitoring-extension:1.13.0
286,org.typelevel:cats-effect-concurrent_2.12:3.0-cee70ab,,81610,62844,18766,11840,-1,-1,200578,5455477,org.typelevel:cats-effect-kernel_2.12:3.0-cee70ab;org.typelevel:cats-core_2.12:2.2.0-RC2;org.scala-lang:scala-library:2.12.12;org.typelevel:cats-kernel_2.12:2.2.0-RC2;org.typelevel:cats-effect-concurrent_2.12:3.0-cee70ab
287,com.commercetools:sphere-json_2.12:0.12.2,0,101160,68577,32583,11290,0,0,229715,7426684,org.json4s:json4s-jackson_2.12:3.6.11;com.typesafe.scala-logging:scala-logging_2.12:3.9.2;com.fasterxml.jackson.core:jackson-annotations:2.12.2;org.joda:joda-convert:2.2.1;joda-time:joda-time:2.10.10;org.scala-lang:scala-library:2.12.13;com.commercetools:sphere-util_2.12:0.12.2;org.json4s:json4s-core_2.12:3.6.11;com.thoughtworks.paranamer:paranamer:2.8;com.fasterxml.jackson.core:jackson-databind:2.12.2;org.typelevel:simulacrum-scalafix-annotations_2.12:0.5.4;org.json4s:json4s-scalap_2.12:3.6.11;org.json4s:json4s-ast_2.12:3.6.11;org.typelevel:cats-core_2.12:2.4.2;com.fasterxml.jackson.core:jackson-core:2.12.2;com.commercetools:sphere-json-core_2.12:0.12.2;com.commercetools:sphere-json_2.12:0.12.2;org.typelevel:cats-kernel_2.12:2.4.2;org.slf4j:slf4j-api:1.7.25;org.scala-lang:scala-reflect:2.12.7;com.commercetools:sphere-json-derivation_2.12:0.12.2
288,com.lightbend.akka:akka-stream-alpakka-orientdb_2.12:2.0.2,0,124027,75111,48916,10628,0,0,167219,5502295,org.javassist:javassist:3.23.1-GA;javax.xml.bind:jaxb-api:2.3.0;org.scala-lang.modules:scala-parser-combinators_2.12:1.1.2;com.sun.xml.bind:jaxb-impl:2.3.0.1;com.orientechnologies:orientdb-tools:3.0.34;net.java.dev.jna:jna:4.5.0;com.orientechnologies:orientdb-object:3.0.34;com.typesafe.akka:akka-stream_2.12:2.5.31;org.lz4:lz4-java:1.4.0;com.lightbend.akka:akka-stream-alpakka-orientdb_2.12:2.0.2;com.orientechnologies:orientdb-server:3.0.34;com.orientechnologies:orientdb-core:3.0.34;com.typesafe.akka:akka-actor_2.12:2.5.31;commons-lang:commons-lang:2.6;com.typesafe.akka:akka-protobuf_2.12:2.5.31;com.orientechnologies:orientdb-client:3.0.34;com.googlecode.concurrentlinkedhashmap:concurrentlinkedhashmap-lru:1.4.2;com.sun.xml.bind:jaxb-core:2.3.0.1;org.scala-lang:scala-library:2.12.11;org.reactivestreams:reactive-streams:1.0.2;net.java.dev.jna:jna-platform:4.5.0;com.typesafe:config:1.3.3;org.hibernate.javax.persistence:hibernate-jpa-2.0-api:1.0.1.Final;org.scala-lang.modules:scala-java8-compat_2.12:0.8.0;javax.activation:javax.activation-api:1.2.0;com.typesafe:ssl-config-core_2.12:0.3.8;com.orientechnologies:orientdb-graphdb:3.0.34
289,com.github.tommyettinger:colorful:0.2.2,2478,12675,12451,224,127,9320,29067,9181,25608,com.github.tommyettinger:colorful:0.2.2;com.badlogicgames.gdx:gdx:1.9.11
290,com.andretietz.houston:houston:1.0.1,0,45,45,0,21,0,0,0,0,org.jetbrains.kotlin:kotlin-stdlib-common:1.4.0;org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm:1.3.9;com.andretietz.houston:houston:1.0.1;org.jetbrains:annotations:13.0;org.jetbrains.kotlin:kotlin-stdlib:1.4.0
