number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
112,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.slf4j:slf4j-api:1.7.25,5,451,37,332,87,1186,1361,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
113,org.digidoc4j:digidoc4j:1.0.7.beta.2,ch.qos.logback:logback-classic:1.2.3,9,1238,380,896,954,1596,3196,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
114,org.digidoc4j:digidoc4j:1.0.7.beta.2,ch.qos.logback:logback-core:1.2.3,33,2201,217,2220,921,3568,10616,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
115,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.slf4j:log4j-over-slf4j:1.7.25,5,194,14,60,49,833,1667,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
116,org.digidoc4j:digidoc4j:1.0.7.beta.2,log4j:log4j:1.2.17,23,2358,418,3253,1576,2605,19110,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
117,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3,0,35,11,13,21,14,14,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
118,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3,0,169,15,54,35,44,62,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
119,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3,0,397,5,27,65,29,29,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
120,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-document:5.0.d4j.3,6,478,138,214,333,348,468,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
121,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-model:5.0.d4j.3,9,516,40,212,216,203,296,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
122,org.digidoc4j:digidoc4j:1.0.7.beta.2,org.digidoc4j.dss:dss-policy-jaxb:5.0.d4j.3,0,260,5,27,23,22,27,org.digidoc4j:digidoc4j:1.0.7.beta.2;ee.sk.digidoc:jdigidoc:3.12.1;commons-cli:commons-cli:1.4;org.apache.commons:commons-compress:1.3;commons-io:commons-io:2.5;commons-codec:commons-codec:1.10;org.apache.commons:commons-lang3:3.6;commons-logging:commons-logging:1.2;org.apache.commons:commons-collections4:4.1;org.apache.httpcomponents:httpclient:4.5.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.santuario:xmlsec:2.0.8;org.bouncycastle:bcmail-jdk15on:1.54;org.bouncycastle:bcpkix-jdk15on:1.54;org.bouncycastle:bcprov-jdk15on:1.54;xalan:serializer:2.7.2;xalan:xalan:2.7.2;org.yaml:snakeyaml:1.18;org.slf4j:slf4j-api:1.7.25;ch.qos.logback:logback-classic:1.2.3;ch.qos.logback:logback-core:1.2.3;org.slf4j:log4j-over-slf4j:1.7.25;log4j:log4j:1.2.17;org.digidoc4j.dss:dss-common-validation-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-detailed-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-diagnostic-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-document:5.0.d4j.3;org.digidoc4j.dss:dss-model:5.0.d4j.3;org.digidoc4j.dss:dss-reports:5.0.d4j.3;org.digidoc4j.dss:dss-service:5.0.d4j.3;org.slf4j:jcl-over-slf4j:1.7.22;org.digidoc4j.dss:dss-simple-report-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-spi:5.0.d4j.3;org.digidoc4j.dss:dss-token:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-jaxb:5.0.d4j.3;org.digidoc4j.dss:dss-tsl-validation:5.0.d4j.3;org.digidoc4j.dss:dss-xades:5.0.d4j.3;org.digidoc4j.dss:validation-policy:5.0.d4j.3;org.digidoc4j.dss:dss-asic-common:5.0.d4j.3;org.digidoc4j.dss:dss-asic-cades:5.0.d4j.3;org.digidoc4j.dss:dss-cades:5.0.d4j.3;org.digidoc4j.dss:dss-asic-xades:5.0.d4j.3;org.digidoc4j.dss:dss-utils:5.0.d4j.3;org.digidoc4j.dss:dss-utils-apache-commons:5.0.d4j.3;org.digidoc4j.dss:dss-utils-google-guava:5.0.d4j.3;com.google.guava:guava:20.0
