number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
956,com.aliyun:resourcemanager20200331:2.0.0,0,34353,33159,1194,340,0,0,31415,208711,com.aliyun:tea-rpc:0.1.2;org.bouncycastle:bcprov-jdk15on:1.65;org.dom4j:dom4j:2.1.3;com.aliyun:tea-rpc-util:0.1.3;javax.xml.bind:jaxb-api:2.3.0;com.aliyun:tea-openapi:0.0.9;com.aliyun:tea-util:0.2.10;com.google.code.gson:gson:2.8.6;com.aliyun:resourcemanager20200331:2.0.0;com.aliyun:credentials-java:0.2.4;com.aliyun:tea:1.1.13;org.bouncycastle:bcpkix-jdk15on:1.65;org.ini4j:ini4j:0.5.4;com.aliyun:openapiutil:0.1.3;com.sun.xml.bind:jaxb-core:2.3.0;com.sun.xml.bind:jaxb-impl:2.3.0;com.aliyun:endpoint-util:0.0.6;org.jacoco:org.jacoco.agent:0.8.4;com.squareup.okio:okio:1.15.0;com.squareup.okhttp3:okhttp:3.12.13
957,com.tvd12:ezyfox-jackson:1.1.3,4558,17988,17513,475,268,18775,87436,18431,76784,com.tvd12:ezyfox-codec:1.1.3;com.fasterxml.jackson.core:jackson-annotations:2.10.0;com.tvd12:ezyfox-io:1.1.3;com.tvd12:ezyfox-jackson:1.1.3;com.tvd12:ezyfox-concurrent:1.1.3;org.javassist:javassist:3.21.0-GA;com.fasterxml.jackson.core:jackson-databind:2.10.0;com.tvd12:ezyfox-security:1.1.3;com.tvd12:ezyfox-json:1.1.3;com.tvd12:ezyfox-util:1.1.3;com.tvd12:reflections:0.9.16;com.fasterxml.jackson.core:jackson-core:2.10.0;log4j:log4j:1.2.17;com.tvd12:properties-file:1.0.9;org.slf4j:slf4j-api:1.7.26;org.slf4j:slf4j-log4j12:1.7.26;com.tvd12:ezyfox-common:1.1.3
958,org.beangle.commons:beangle-commons-model:3.8.2,0,78884,74154,4730,1067,0,0,130767,1212176,org.beangle.commons:beangle-commons-core:3.8.2;org.apache.poi:poi:4.1.0;javax.activation:activation:1.1;org.jxls:jxls:2.7.2;org.beangle.commons:beangle-commons-model:3.8.2;ch.qos.logback:logback-classic:1.3.0-alpha5;com.sun.mail:javax.mail:1.6.2;commons-logging:commons-logging:1.2;com.github.ben-manes.caffeine:caffeine:2.8.0;org.jxls:jxls-poi:1.3.2;org.apache.commons:commons-compress:1.18;ch.qos.logback:logback-core:1.3.0-alpha5;org.apache.poi:poi-ooxml-schemas:4.1.0;edu.washington.cs.types.checker:checker-framework:1.7.0;org.apache.xmlbeans:xmlbeans:3.1.0;commons-beanutils:commons-beanutils:1.9.3;org.apache.commons:commons-collections4:4.3;org.checkerframework:checker-qual:2.10.0;org.apache.poi:poi-ooxml:4.1.0;com.google.errorprone:error_prone_annotations:2.3.3;commons-codec:commons-codec:1.12;org.hibernate.javax.persistence:hibernate-jpa-2.0-api:1.0.1.Final;org.apache.commons:commons-math3:3.6.1;org.apache.commons:commons-jexl3:3.1;com.github.virtuald:curvesapi:1.06;org.slf4j:slf4j-api:2.0.0-alpha1;javax.validation:validation-api:1.0.0.GA;commons-collections:commons-collections:3.2.2
959,org.beangle.commons:beangle-commons-model:3.8.1,0,84250,78767,5483,1342,0,0,130761,1197237,org.apache.poi:poi:4.1.0;javax.activation:activation:1.1;org.beangle.commons:beangle-commons-core:3.8.1;org.jxls:jxls:2.7.2;ch.qos.logback:logback-classic:1.3.0-alpha5;com.sun.mail:javax.mail:1.6.2;org.beangle.commons:beangle-commons-model:3.8.1;commons-logging:commons-logging:1.2;com.github.ben-manes.caffeine:caffeine:2.8.0;org.jxls:jxls-poi:1.3.2;org.apache.commons:commons-compress:1.18;ch.qos.logback:logback-core:1.3.0-alpha5;org.apache.poi:poi-ooxml-schemas:4.1.0;edu.washington.cs.types.checker:checker-framework:1.7.0;org.apache.xmlbeans:xmlbeans:3.1.0;commons-beanutils:commons-beanutils:1.9.3;org.apache.commons:commons-collections4:4.3;org.checkerframework:checker-qual:2.10.0;org.apache.poi:poi-ooxml:4.1.0;com.google.errorprone:error_prone_annotations:2.3.3;commons-codec:commons-codec:1.12;org.hibernate.javax.persistence:hibernate-jpa-2.0-api:1.0.1.Final;org.apache.commons:commons-math3:3.6.1;org.apache.commons:commons-jexl3:3.1;com.github.virtuald:curvesapi:1.06;org.slf4j:slf4j-api:2.0.0-alpha1;javax.validation:validation-api:1.0.0.GA;commons-collections:commons-collections:3.2.2
960,com.github.mx-go:nacos-config-core:1.0.3,0,25348,25348,0,null,0,0,-1,-1,com.github.mx-go:nacos-config-core:1.0.3;org.springframework:spring-context:5.2.6.RELEASE;org.springframework:spring-aop:5.2.6.RELEASE;org.springframework:spring-beans:5.2.6.RELEASE;org.springframework:spring-core:5.2.6.RELEASE;org.springframework:spring-jcl:5.2.6.RELEASE;org.springframework:spring-expression:5.2.6.RELEASE;org.springframework.boot:spring-boot:2.3.0.RELEASE;com.alibaba.cloud:spring-cloud-starter-alibaba-nacos-config:2.2.4.RELEASE;com.alibaba.spring:spring-context-support:1.0.10;org.springframework.cloud:spring-cloud-commons:2.2.5.RELEASE;org.springframework.security:spring-security-crypto:5.3.3.RELEASE;org.springframework.cloud:spring-cloud-context:2.2.5.RELEASE;com.alibaba.nacos:nacos-client:1.4.1;com.alibaba.nacos:nacos-common:1.4.1;org.slf4j:slf4j-api:1.7.7;commons-io:commons-io:2.2;org.apache.httpcomponents:httpasyncclient:4.1.3;org.apache.httpcomponents:httpcore:4.4.6;org.apache.httpcomponents:httpcore-nio:4.4.6;org.apache.httpcomponents:httpclient:4.5.3;commons-logging:commons-logging:1.2;com.google.guava:guava:24.1.1-jre;com.google.code.findbugs:jsr305:1.3.9;org.checkerframework:checker-compat-qual:2.0.0;com.google.errorprone:error_prone_annotations:2.1.3;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.14;com.fasterxml.jackson.core:jackson-core:2.10.4;com.fasterxml.jackson.core:jackson-databind:2.10.4;com.fasterxml.jackson.core:jackson-annotations:2.10.4;io.prometheus:simpleclient:0.5.0;org.yaml:snakeyaml:1.23;com.alibaba.nacos:nacos-api:1.4.1;org.springframework.boot:spring-boot-configuration-processor:2.3.0.RELEASE
961,org.ekrich:sjavatime_sjs1_3.0.0-RC1:1.1.2,0,30635,27041,3594,823,0,0,50292,1060561,org.scala-js:scalajs-library_2.13:1.5.0;org.scala-lang:scala3-library_sjs1_3.0.0-RC1:3.0.0-RC1;org.ekrich:sjavatime_sjs1_3.0.0-RC1:1.1.2;org.scala-lang:scala-library:2.13.4
962,org.kodein.log:kodein-log-js:0.10.0,321,2437,2436,1,9,0,0,0,0,org.kodein.log:kodein-log-js:0.10.0;org.jetbrains.kotlin:kotlin-stdlib-js:1.4.31;org.jetbrains.kotlinx:kotlinx-datetime-js:0.1.0;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.31
963,org.eclipse.kapua:kapua-translator-api:1.3.0,0,64468,60189,4279,680,0,0,94455,1298787,javax.inject:javax.inject:1;org.eclipse.persistence:org.eclipse.persistence.extension:2.7.7;com.google.guava:guava:27.1-jre;org.javassist:javassist:3.19.0-GA;javax.cache:cache-api:1.1.1;org.eclipse.kapua:kapua-account-api:1.3.0;org.eclipse.kapua:kapua-security-authentication-api:1.3.0;org.eclipse.kapua:kapua-security-authorization-api:1.3.0;org.liquibase:liquibase-core:3.6.3;org.apache.qpid:qpid-jms-client:0.40.0;org.eclipse.kapua:kapua-translator-api:1.3.0;org.eclipse.persistence:org.eclipse.persistence.antlr:2.7.7;io.netty:netty-handler:4.1.32.Final;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;commons-lang:commons-lang:2.6;org.apache.geronimo.specs:geronimo-jms_2.0_spec:1.0-alpha-2;aopalliance:aopalliance:1.0;org.eclipse.persistence:jakarta.persistence:2.2.3;io.dropwizard.metrics:metrics-core:3.2.2;io.netty:netty-common:4.1.32.Final;org.eclipse.kapua:kapua-message-api:1.3.0;commons-io:commons-io:2.4;org.apache.commons:commons-lang3:3.4;io.netty:netty-codec:4.1.32.Final;org.eclipse.persistence:org.eclipse.persistence.moxy:2.7.7;com.fasterxml.jackson.core:jackson-core:2.10.1;io.netty:netty-transport:4.1.32.Final;org.eclipse.persistence:org.eclipse.persistence.jpa.jpql:2.7.7;org.slf4j:slf4j-api:1.7.26;io.netty:netty-transport-native-unix-common:4.1.32.Final;org.apache.qpid:proton-j:0.31.0;com.google.guava:failureaccess:1.0.1;org.eclipse.persistence:org.eclipse.persistence.asm:2.7.7;org.yaml:snakeyaml:1.18;io.netty:netty-transport-native-epoll:4.1.32.Final;commons-configuration:commons-configuration:1.9;org.eclipse.kapua:kapua-service-api:1.3.0;com.google.code.findbugs:annotations:2.0.1;org.eclipse.persistence:org.eclipse.persistence.core:2.7.7;org.reflections:reflections:0.9.10;javax.annotation:javax.annotation-api:1.2;com.fasterxml.jackson.core:jackson-annotations:2.10.1;io.netty:netty-buffer:4.1.32.Final;io.netty:netty-resolver:4.1.32.Final;org.apache.commons:commons-pool2:2.3;org.eclipse.persistence:org.eclipse.persistence.jpa:2.7.7;joda-time:joda-time:2.9.4;com.fasterxml.jackson.core:jackson-databind:2.10.1;com.google.inject:guice:4.1.0;io.netty:netty-codec-http:4.1.32.Final;org.eclipse.kapua:kapua-user-api:1.3.0;org.eclipse.kapua:kapua-commons:1.3.0;io.netty:netty-transport-native-kqueue:4.1.32.Final;javax.validation:validation-api:1.1.0.Final
964,com.kenshoo:persistence-layer:0.1.61-jooq-3.10.4,0,33387,30732,2655,516,0,0,53460,903912,mysql:mysql-connector-java:5.1.35;org.slf4j:slf4j-api:1.7.21;org.jooq:jool:0.9.11;com.kenshoo:persistence-layer:0.1.61-jooq-3.10.4;net.sf.trove4j:trove4j:3.0.3;com.google.code.findbugs:jsr305:2.0.2;com.google.guava:guava:16.0.1;org.apache.commons:commons-lang3:3.4;org.jooq:jooq:3.10.4;com.github.rholder:guava-retrying:2.0.0
965,it.unibo.tuprolog:dsl-unify-js:0.17.0,295,2585,2583,2,7,0,0,0,0,it.unibo.tuprolog:dsl-core-js:0.17.0;org.jetbrains.kotlin:kotlin-stdlib-js:1.4.21;it.unibo.tuprolog:dsl-unify-js:0.17.0;io.github.gciatto:kt-math-js:0.3.3;it.unibo.tuprolog:utils-js:0.17.0;it.unibo.tuprolog:unify-js:0.17.0;it.unibo.tuprolog:core-js:0.17.0;org.jetbrains.kotlin:kotlin-stdlib-common:1.4.21
966,com.marcosbarbero.cloud:spring-cloud-zuul-ratelimit-core:2.4.2.RELEASE,950,4895,4833,62,60,1638,2635,1608,2470,com.marcosbarbero.cloud:spring-cloud-zuul-ratelimit-core:2.4.2.RELEASE;commons-net:commons-net:3.7.2
967,org.datanucleus:datanucleus-mongodb:5.2.1,,13732,13402,330,176,-1,-1,10303,57585,org.mongodb:mongodb-driver:3.9.1;org.mongodb:bson:3.9.1;org.datanucleus:datanucleus-mongodb:5.2.1;org.mongodb:mongodb-driver-core:3.9.1
968,net.databinder:dispatch-tagsoup_2.9.0-1:0.8.10,0,2686,2686,0,null,0,0,-1,-1,net.databinder:dispatch-tagsoup_2.9.0-1:0.8.10;net.databinder:dispatch-core_2.9.0-1:0.8.10;net.databinder:dispatch-http_2.9.0-1:0.8.10;net.databinder:dispatch-futures_2.9.0-1:0.8.10;org.scala-lang:scala-library:2.9.0-1;org.apache.httpcomponents:httpclient:4.1.3;org.apache.httpcomponents:httpcore:4.1.4;commons-logging:commons-logging:1.1.1;commons-codec:commons-codec:1.4;org.ccil.cowan.tagsoup:tagsoup:1.2.1
969,com.github.valskalla:odin-zio_2.13:0.9.1,0,86373,86373,0,null,0,0,-1,-1,com.github.valskalla:odin-zio_2.13:0.9.1;org.scala-lang:scala-library:2.13.2;com.github.valskalla:odin-core_2.13:0.9.1;org.typelevel:cats-mtl_2.13:1.0.0;com.lihaoyi:sourcecode_2.13:0.2.1;io.monix:monix-catnap_2.13:3.2.2;io.monix:monix-execution_2.13:3.2.2;io.monix:implicitbox_2.13:0.2.0;org.jctools:jctools-core:2.1.2;org.reactivestreams:reactive-streams:1.0.3;com.outr:perfolation_2.13:1.1.7;com.outr:perfolation-macros_2.13:1.1.7;org.scala-lang:scala-reflect:2.13.1;org.typelevel:cats-effect_2.13:2.2.0;org.typelevel:cats-core_2.13:2.2.0;org.typelevel:cats-kernel_2.13:2.2.0;dev.zio:zio_2.13:1.0.2;dev.zio:zio-stacktracer_2.13:1.0.2;dev.zio:izumi-reflect_2.13:1.0.0-M8;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.13:1.0.0-M8;dev.zio:zio-interop-cats_2.13:2.2.0.1
970,org.finos.legend.pure:legend-pure-m3-dsl-path:1.6.0,43033,80577,70766,9811,1292,165549,2796621,163274,2480140,org.antlr:antlr4:4.5.3;org.hamcrest:hamcrest-core:1.1;org.eclipse.collections:eclipse-collections:10.2.0;org.eclipse.collections:eclipse-collections-api:10.2.0;org.finos.legend.pure:legend-pure-m4:1.6.0;org.apache.commons:commons-lang3:3.5;org.finos.legend.pure:legend-pure-m3-core:1.6.0;commons-io:commons-io:2.4;io.opentracing:opentracing-noop:0.32.0;commons-codec:commons-codec:1.15;org.finos.legend.pure:legend-pure-m3-bootstrap-generator:1.6.0;junit:junit:4.10;com.googlecode.json-simple:json-simple:1.1.1;io.prometheus:simpleclient:0.8.1;io.opentracing:opentracing-api:0.32.0;io.opentracing:opentracing-util:0.32.0;org.finos.legend.pure:legend-pure-m3-dsl-path:1.6.0
971,io.github.jimmyd-be:theGamesDbClient:1.2,3094,10194,9880,314,111,10298,37630,10130,34885,io.github.jimmyd-be:theGamesDbClient:1.2;org.apache.httpcomponents:httpcore:4.4.13;commons-codec:commons-codec:1.11;org.apache.httpcomponents:httpclient:4.5.13;com.google.code.gson:gson:2.8.6;org.apache.httpcomponents:httpcore-nio:4.4.13;org.apache.httpcomponents:httpmime:4.5.13;org.apache.httpcomponents:httpasyncclient:4.1.4;com.konghq:unirest-java:3.11.04;commons-logging:commons-logging:1.2
972,org.scalameta:semanticdb-scalac_2.13.2:4.4.2,62828,121102,97339,23763,1858,184226,7307882,181414,6695956,org.scalameta:semanticdb-scalac_2.13.2:4.4.2;org.scala-lang:scala-library:2.13.2
973,org.ff4j:ff4j-store-hazelcast:1.8.11,6393,20838,19904,934,436,29623,184955,28986,145305,org.ff4j:ff4j-core:1.8.11;org.ff4j:ff4j-store-hazelcast:1.8.11;org.ff4j:ff4j-store-jcache:1.8.11;com.hazelcast:hazelcast:3.5.3;javax.cache:cache-api:1.1.1;org.fusesource.jansi:jansi:1.11
974,com.pragmatickm:pragmatickm-contact-taglib:1.5.1,12301,28477,27021,1456,1230,24020,105727,23036,98890,com.aoindustries:ao-taglib:6.4.0;com.aoindustries:ao-io-buffer:3.3.0;com.aoindustries:ao-net-types:1.3.0;com.aoindustries:ao-tempfiles-servlet:1.1.0;com.aoindustries:ao-fluent-html-any:0.4.0;com.aoindustries:ao-encoding-taglib:1.0.2;org.apache.commons:commons-lang3:3.12.0;com.aoindustries:ao-tempfiles:2.0.0;com.aoindustries:ao-servlet-last-modified:1.2.0;joda-time:joda-time:2.10.8;com.aoindustries:ao-web-resources-servlet:0.1.0;com.aoindustries:ao-encoding:4.0.0;com.aoindustries:ao-style:1.0.0;org.glassfish.web:jstl-impl:1.2;com.aoindustries:ao-encoding-servlet:3.0.0;com.aoindustries:aocode-public:4.9.0;com.semanticcms:semanticcms-core-servlet:1.17.1;com.pragmatickm:pragmatickm-contact-model:1.5.0;com.pragmatickm:pragmatickm-contact-taglib:1.5.1;com.aoindustries:ao-servlet-filter:2.3.0;com.aoindustries:ao-fluent-html:0.4.0;com.aoindustries:ao-concurrent:3.1.0;javax.servlet:jstl:1.2;com.aoindustries:ao-web-resources-registry:0.2.0;com.aoindustries:ao-servlet-subrequest:1.1.0;com.semanticcms:semanticcms-core-model:1.13.0;com.aoindustries:ao-tlds:1.2.0;com.aoindustries:ao-fluent-html-servlet:0.4.0;com.aoindustries:ao-collections:1.2.0;com.semanticcms:semanticcms-core-taglib:1.14.2;com.aoindustries:ao-servlet-util:3.5.1;com.aoindustries:ao-lang:4.17.0;com.pragmatickm:pragmatickm-contact-servlet:1.5.1
975,com.sap.cloud.sjb:xs-hdb-conn-options:1.18.5,2560,11609,11260,349,132,9323,44214,9091,37702,com.fasterxml.jackson.core:jackson-annotations:2.10.5;com.sap.cloud.sjb:xs-hdb-conn-options:1.18.5;com.sap.cloud.sjb:xs-env:1.18.4;com.fasterxml.jackson.core:jackson-databind:2.10.5;com.fasterxml.jackson.core:jackson-core:2.10.5
976,io.micronaut.multitenancy:micronaut-multitenancy:3.0.0,0,9540,9540,0,null,0,0,-1,-1,io.micronaut.multitenancy:micronaut-multitenancy:3.0.0;io.micronaut:micronaut-inject:2.1.4;org.slf4j:slf4j-api:1.7.26;javax.annotation:javax.annotation-api:1.3.2;javax.inject:javax.inject:1;io.micronaut:micronaut-core:2.1.4;org.reactivestreams:reactive-streams:1.0.3;com.github.spotbugs:spotbugs-annotations:4.0.3;com.google.code.findbugs:jsr305:3.0.2;org.yaml:snakeyaml:1.26;io.micronaut:micronaut-http:2.1.4;io.micronaut:micronaut-validation:2.1.4;javax.validation:validation-api:2.0.1.Final
977,us.oyanglul:jujiu_2.13:0.25.0,0,48691,48691,0,null,0,0,-1,-1,us.oyanglul:jujiu_2.13:0.25.0;org.scala-lang:scala-library:2.13.3;org.typelevel:cats-core_2.13:2.1.0;org.typelevel:cats-macros_2.13:2.1.0;org.typelevel:cats-kernel_2.13:2.1.0;org.typelevel:cats-effect_2.13:2.3.1;org.scala-lang.modules:scala-java8-compat_2.13:0.9.1;com.github.ben-manes.caffeine:caffeine:2.8.8;org.checkerframework:checker-qual:3.8.0;com.google.errorprone:error_prone_annotations:2.4.0
978,org.apache.cxf:cxf-spring-boot-autoconfigure:3.4.2,0,19494,19494,0,null,0,0,-1,-1,org.apache.cxf:cxf-spring-boot-autoconfigure:3.4.2;org.springframework.boot:spring-boot-autoconfigure:2.3.7.RELEASE;org.springframework.boot:spring-boot:2.3.7.RELEASE;org.springframework:spring-core:5.2.12.RELEASE;org.springframework:spring-jcl:5.2.12.RELEASE;org.springframework:spring-context:5.2.12.RELEASE;org.springframework:spring-aop:5.2.12.RELEASE;org.springframework:spring-beans:5.2.12.RELEASE;org.springframework:spring-expression:5.2.12.RELEASE;jakarta.annotation:jakarta.annotation-api:1.3.5;jakarta.xml.ws:jakarta.xml.ws-api:2.3.3;jakarta.xml.bind:jakarta.xml.bind-api:2.3.3;jakarta.jws:jakarta.jws-api:2.1.0;jakarta.xml.soap:jakarta.xml.soap-api:1.4.2;jakarta.activation:jakarta.activation-api:1.2.2;com.sun.activation:jakarta.activation:1.2.2;com.sun.xml.messaging.saaj:saaj-impl:1.5.2;org.jvnet.staxex:stax-ex:1.8.3;org.apache.geronimo.specs:geronimo-jta_1.1_spec:1.1.1;org.jboss.spec.javax.rmi:jboss-rmi-api_1.0_spec:1.0.6.Final
979,science.aist.gtf:core:1.0.0,603,3915,3877,38,30,662,1257,657,1237,science.aist.gtf:core:1.0.0;science.aist.seshat:api:1.0.0;science.aist:jack:2.0.0
980,org.ocpsoft.rewrite:rewrite-test-harness:3.5.0.Final,62818,60324,60324,0,null,128114,2034950,-1,-1,org.ocpsoft.rewrite:rewrite-test-harness:3.5.0.Final;org.ocpsoft.rewrite:rewrite-test-base:3.5.0.Final;org.ocpsoft.rewrite:rewrite-api:3.5.0.Final;org.ocpsoft.common:common-api:1.0.5.Final;org.ocpsoft.logging:logging-api:1.0.5.Final;junit:junit:4.12;org.hamcrest:hamcrest-core:1.3;org.hamcrest:hamcrest-library:1.3;org.assertj:assertj-core:1.7.1;org.mockito:mockito-core:1.10.19;org.objenesis:objenesis:2.1;org.apache.httpcomponents:httpclient:4.2.1;org.apache.httpcomponents:httpcore:4.2.1;commons-logging:commons-logging:1.1.1;commons-codec:commons-codec:1.6;net.sourceforge.htmlunit:htmlunit:2.37.0;xalan:xalan:2.7.2;xalan:serializer:2.7.2;org.apache.commons:commons-lang3:3.9;org.apache.commons:commons-text:1.8;org.apache.httpcomponents:httpmime:4.5.11;net.sourceforge.htmlunit:htmlunit-core-js:2.37.0;net.sourceforge.htmlunit:neko-htmlunit:2.37.0;xerces:xercesImpl:2.12.0;xml-apis:xml-apis:1.4.01;net.sourceforge.htmlunit:htmlunit-cssparser:1.5.0;commons-io:commons-io:2.6;commons-net:commons-net:3.6;org.brotli:dec:0.1.2;org.eclipse.jetty.websocket:websocket-client:9.4.26.v20200117;org.eclipse.jetty:jetty-client:9.4.26.v20200117;org.eclipse.jetty:jetty-http:9.4.26.v20200117;org.eclipse.jetty:jetty-xml:9.4.26.v20200117;org.eclipse.jetty:jetty-util:9.4.26.v20200117;org.eclipse.jetty:jetty-io:9.4.26.v20200117;org.eclipse.jetty.websocket:websocket-common:9.4.26.v20200117;org.eclipse.jetty.websocket:websocket-api:9.4.26.v20200117;org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api:3.1.3;org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven:3.1.3;org.apache.maven:maven-model:3.5.2;org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven:3.1.3;org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi-maven:3.1.3;org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi:3.1.3;org.apache.maven:maven-resolver-provider:3.5.2;javax.inject:javax.inject:1;com.google.guava:guava:20.0;org.apache.maven:maven-model-builder:3.5.2;org.codehaus.plexus:plexus-component-annotations:1.7.1;org.apache.maven:maven-artifact:3.5.2;org.apache.maven:maven-builder-support:3.5.2;org.apache.maven:maven-repository-metadata:3.5.2;org.apache.maven:maven-settings:3.5.2;org.apache.maven:maven-settings-builder:3.5.2;org.apache.maven.resolver:maven-resolver-api:1.1.0;org.apache.maven.resolver:maven-resolver-impl:1.1.0;org.apache.maven.resolver:maven-resolver-spi:1.1.0;org.apache.maven.resolver:maven-resolver-util:1.1.0;org.apache.maven.resolver:maven-resolver-connector-basic:1.1.0;org.apache.maven.resolver:maven-resolver-transport-wagon:1.1.0;org.codehaus.plexus:plexus-interpolation:1.24;org.codehaus.plexus:plexus-utils:3.1.0;org.sonatype.plexus:plexus-sec-dispatcher:1.4;org.sonatype.plexus:plexus-cipher:1.4;org.apache.maven.wagon:wagon-provider-api:2.12;org.apache.maven.wagon:wagon-file:2.12;org.apache.maven.wagon:wagon-http-lightweight:2.12;org.apache.maven.wagon:wagon-http-shared:2.12;org.jsoup:jsoup:1.7.2;org.slf4j:slf4j-api:1.7.22;org.jboss.arquillian.junit:arquillian-junit-container:1.1.1.Final;org.jboss.arquillian.junit:arquillian-junit-core:1.1.1.Final;org.jboss.arquillian.test:arquillian-test-api:1.1.1.Final;org.jboss.arquillian.core:arquillian-core-api:1.1.1.Final;org.jboss.arquillian.test:arquillian-test-spi:1.1.1.Final;org.jboss.arquillian.container:arquillian-container-test-api:1.1.1.Final;org.jboss.shrinkwrap:shrinkwrap-api:1.1.2;org.jboss.arquillian.container:arquillian-container-test-spi:1.1.1.Final;org.jboss.arquillian.container:arquillian-container-spi:1.1.1.Final;org.jboss.arquillian.core:arquillian-core-impl-base:1.1.1.Final;org.jboss.arquillian.test:arquillian-test-impl-base:1.1.1.Final;org.jboss.arquillian.container:arquillian-container-impl-base:1.1.1.Final;org.jboss.arquillian.config:arquillian-config-impl-base:1.1.1.Final;org.jboss.shrinkwrap.descriptors:shrinkwrap-descriptors-spi:2.0.0-alpha-3;org.jboss.arquillian.container:arquillian-container-test-impl-base:1.1.1.Final;org.jboss.shrinkwrap:shrinkwrap-impl-base:1.1.2;org.jboss.shrinkwrap:shrinkwrap-spi:1.1.2;org.jboss.arquillian.extension:arquillian-drone-webdriver:1.1.1.Final;org.jboss.arquillian.extension:arquillian-drone-api:1.1.1.Final;org.jboss.arquillian.extension:arquillian-drone-spi:1.1.1.Final;org.jboss.arquillian.extension:arquillian-drone-configuration:1.1.1.Final;org.jboss.arquillian.core:arquillian-core-spi:1.0.3.Final;org.jboss.arquillian.config:arquillian-config-api:1.0.3.Final;org.jboss.shrinkwrap.descriptors:shrinkwrap-descriptors-api-base:2.0.0-alpha-3;org.jboss.arquillian.extension:arquillian-drone-impl:1.1.1.Final;org.seleniumhq.selenium:selenium-api:2.29.0;org.json:json:20080701;org.seleniumhq.selenium:selenium-java:2.29.0;org.seleniumhq.selenium:selenium-safari-driver:2.29.0;org.webbitserver:webbit:0.4.14;io.netty:netty:3.5.2.Final;org.seleniumhq.selenium:selenium-support:2.29.0;org.seleniumhq.selenium:selenium-android-driver:2.29.0;org.seleniumhq.selenium:selenium-chrome-driver:2.29.0;org.seleniumhq.selenium:selenium-firefox-driver:2.29.0;org.apache.commons:commons-exec:1.1;org.seleniumhq.selenium:selenium-htmlunit-driver:2.29.0;org.seleniumhq.selenium:selenium-ie-driver:2.29.0;net.java.dev.jna:jna:3.4.0;net.java.dev.jna:platform:3.4.0;org.seleniumhq.selenium:selenium-iphone-driver:2.29.0;org.seleniumhq.selenium:selenium-remote-driver:2.29.0;cglib:cglib-nodep:2.1_3;com.opera:operadriver:1.1;com.opera:operalaunchers:1.1;com.google.protobuf:protobuf-java:2.4.1;commons-jxpath:commons-jxpath:1.3;org.ini4j:ini4j:0.5.2
981,org.togglz:togglz-hazelcast:2.9.4,15531,42678,40578,2100,791,53954,619412,53113,464205,com.hazelcast:hazelcast:3.12.9;com.hazelcast:hazelcast-client:3.12.9;org.togglz:togglz-hazelcast:2.9.4;org.togglz:togglz-core:2.9.4
