number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
382,org.wso2.carbon.registry:org.wso2.carbon.registry.common:4.7.38,1,117,349,0
383,com.fasterxml.jackson.core:jackson-core:2.5.4,1,762,1599,0
384,net.databinder:dispatch-futures_2.8.2:0.8.10,1,140,49,0
385,org.netbeans.modules:org-netbeans-modules-projectui:RELEASE123,1,977,2465,0
386,org.netbeans.modules:org-netbeans-modules-projectui:RELEASE121,1,1244,2447,0
387,org.apache.hadoop:hadoop-mapreduce-client-core:2.8.5,1,2934,7324,0
388,software.amazon.jsii:jsii-runtime:1.33.0,1,582,310,0
389,net.sf.ehcache:ehcache-core:2.6.11,1,2570,8613,0
390,org.netbeans.api:org-netbeans-modules-db-metadata-model:RELEASE121,1,282,660,0
391,org.uberfire:uberfire-client-api:7.48.0.Final,1,82,276,0
392,io.projectreactor:reactor-core:3.3.8.RELEASE,1,5623,8411,0
393,com.chuusai:shapeless_sjs1_2.12:2.3.3,1,5987,17713,0
394,org.kie:kie-api:6.5.0.Final,1,345,1367,0
395,org.opendaylight.infrautils:ready-api:1.8.2,1,15,34,0
396,org.opendaylight.infrautils:ready-api:1.8.3,1,28,34,0
397,org.flowable:flowable-bpmn-model:6.6.0,1,386,1302,0
398,javaee:javaee-api:5,1,0,0,0
399,org.jboss.narayana.jta:narayana-jta:5.9.5.Final,1,3002,5507,0
400,org.springframework:spring-context-support:5.2.3.RELEASE,1,303,909,0
401,org.odpi.egeria:repository-services-apis:2.4,1,3145,2982,0
402,net.sourceforge.cssparser:cssparser:0.9.8,1,9424,1485,0
403,org.jboss.errai:errai-codegen-gwt:4.10.0.Final,1,195,311,0
404,org.apache.axis2:axis2-transport-http:1.6.1-wso2v54,1,0,0,0
405,com.octomix.josson:josson:1.1.1,1,6235,320,0
406,cglib:cglib-nodep:2.1_3,1,947,1636,0
407,org.fluentlenium:fluentlenium-core:0.10.2,1,142,472,0
408,org.typelevel:simulacrum-scalafix-annotations_3.0.0-M1:0.5.1,1,131,15,0
409,org.kie:kie-pmml-commons:7.50.0.Final,1,236,260,0
410,org.netbeans.api:org-netbeans-modules-db-metadata-model:RELEASE123,1,308,660,0
411,com.adobe.granite:com.adobe.granite.workflow.core:0.0.26,1,8197,1095,0
412,com.fasterxml.jackson.core:jackson-annotations:2.9.5,1,104,364,0
413,cn.stylefeng.roses:monitor-sdk-prometheus:7.0.1,1,36,7,0
414,org.glassfish.hk2:hk2-locator:2.5.0-b32,1,393,717,0
415,com.fasterxml.jackson.core:jackson-annotations:2.9.6,1,158,364,0
416,com.fasterxml.jackson.core:jackson-annotations:2.9.9,1,201,364,0
417,org.toile-libre.libe:curl:0.0.39,1,4519,420,0
418,com.fasterxml.jackson.core:jackson-annotations:2.9.8,1,114,364,0
419,org.springframework.boot:spring-boot-autoconfigure:2.3.4.RELEASE,1,5521,8765,0
420,io.grpc:grpc-core:1.27.2,1,987,2930,0
421,io.github.cquiroz:cldr-api_sjs1_2.12:1.0.0,1,431,1527,0
422,org.springframework:spring-aop:5.2.9.RELEASE,1,752,1590,0
423,org.apache.hadoop:hadoop-yarn-server-common:2.8.5,1,989,3792,0
424,org.apache.shardingsphere.elasticjob:elasticjob-error-handler-spi:3.0.0-beta,1,22,1,0
425,net.sourceforge.cssparser:cssparser:0.9.5,1,4882,1369,0
426,de.averbis.textanalysis:laboratory-value-typesystem:2.38.0,1,65,148,0
427,org.apache.camel.quarkus:camel-quarkus-caffeine-lrucache-deployment:1.5.0,1,3166,5,0
428,org.apache.tomcat.embed:tomcat-embed-el:9.0.37,1,850,1171,0
429,org.apache.tomcat.embed:tomcat-embed-el:9.0.38,1,881,1171,0
430,org.apache.tomcat.embed:tomcat-embed-el:9.0.39,1,1134,1171,0
431,org.springframework.boot:spring-boot-starter-logging:2.2.1.RELEASE,1,21,0,0
432,org.joda:joda-convert:2.2.1,1,553,525,0
433,org.quartz-scheduler:quartz:2.1.1,1,3071,3368,0
434,org.eclipse.rdf4j:rdf4j-model:3.4.3,1,1945,1523,0
435,cn.hutool:hutool-all:5.4.0,1,4035,11293,0
436,io.buoyant:marathon_2.12:1.2.0,1,7323,544,0
437,com.fasterxml.jackson.core:jackson-core:2.10.5,1,4092,2450,0
438,com.fasterxml.jackson.core:jackson-core:2.10.4,1,1235,2450,0
439,org.codelibs.fesen.lib:fesen-cli:0.10.0,1,4194,72,0
440,com.fasterxml.jackson.core:jackson-core:2.10.3,1,1860,2449,0
441,cn.hutool:hutool-all:5.4.7,1,5561,11972,0
442,com.fasterxml.jackson.core:jackson-core:2.10.2,1,1737,2449,0
443,com.fasterxml.jackson.core:jackson-core:2.10.1,1,1197,2444,0
444,com.github.elvisnovoa:dynamodb-spring-boot-sample-app:1.0.0,1,0,0,0
445,io.quarkus:quarkus-jaxp:1.11.0.Final,1,12,0,0
446,com.oracle.database.security:osdt_core:11.2.0.4,1,987,2132,0
447,com.fasterxml.jackson.core:jackson-core:2.10.0,1,2510,2444,0
448,cn.hutool:hutool-all:5.4.4,1,5076,11813,0
449,cn.hutool:hutool-all:5.4.2,1,5021,11532,0
450,software.amazon.awscdk:ecs-patterns:1.72.0,1,5847,1792,0
451,io.grpc:grpc-netty-shaded:1.30.2,1,18054,24838,0
452,javax.xml.ws:jaxws-api:2.2.8,1,76,281,0
453,org.apache.httpcomponents:httpcore:4.1,1,419,997,0
454,org.apache.kafka:kafka-clients:2.5.0,1,5578,15543,0
455,org.apache.kafka:kafka-clients:2.5.1,1,7107,15582,0
456,com.fasterxml.jackson.core:jackson-annotations:2.9.0,1,273,363,0
457,org.apache.httpcomponents:httpcore:4.4,1,448,1647,0
458,org.apache.httpcomponents:httpcore:4.3,1,614,1508,0
459,com.fasterxml.jackson.core:jackson-annotations:2.9.2,1,138,363,0
460,io.github.histogrammar:histogrammar_2.12:1.0.11,1,2159,7323,0
461,io.helidon.security.integration:helidon-security-integration-jersey-client:1.4.8,1,46,63,0
462,io.quarkus:quarkus-development-mode-spi:1.11.6.Final,1,37,69,0
463,org.jboss.logging:jboss-logging:3.3.0.Final,1,281,827,0
464,org.eclipse.jgit:org.eclipse.jgit:4.5.4.201711221230-r,1,7424,9760,0
465,org.glassfish.jersey.ext:jersey-entity-filtering:2.29,1,56,247,0
466,io.grpc:grpc-protobuf-lite:1.36.0,1,63,28,0
467,org.eclipse.rdf4j:rdf4j-queryalgebra-evaluation:3.1.0,1,593,1206,0
468,com.twitter:finagle-init_2.13:21.1.0,1,14,1,0
469,org.hibernate.common:hibernate-commons-annotations:4.0.5.Final,1,263,463,0
470,org.springframework:spring-test:4.3.5.RELEASE,1,738,2912,0
471,io.netty:netty-codec-http2:4.1.49.Final,1,1216,2624,0
472,io.opentracing.contrib:opentracing-spring-web:4.1.0,1,150,273,0
473,com.google.protobuf:protobuf-java-util:3.5.1,1,233,288,0
474,com.twitter:util-registry_2.13:21.1.0,1,64,258,0
475,org.xtext:antlr-generator:3.2.1,1,8707,5488,0
476,com.kcthota:emoji4j:5.0,1,34,37,0
477,org.springframework.boot:spring-boot-starter-webflux:2.3.4.RELEASE,1,50,0,0
478,com.github.japgolly.microlibs:macro-utils_2.13:2.6-RC1,1,401,392,0
479,io.smallrye:smallrye-fault-tolerance-context-propagation:4.3.2,1,36,29,0
480,io.grpc:grpc-all:1.0.1,1,30,0,0
481,com.twitter:util-collection_2.12:6.45.0,1,270,764,0
482,org.springframework:spring-webmvc:5.2.3.RELEASE,1,1936,4673,0
483,com.foreach.libs:common-concurrent:1.1,1,70,198,0
484,dev.zio:zio-nio_2.12:1.0.0-RC9,1,540,2762,0
485,org.webjars:sockjs-client:1.0.2,1,23,0,0
486,jakarta.json:jakarta.json-api:1.1.6,1,67,416,0
487,com.ibm.db2:jcc:11.5.5.0,1,0,0,0
488,org.apache.axis2:mex:1.6.1-wso2v37,1,0,0,0
489,org.scala-lang:scala-library:2.9.0,1,0,0,0
490,org.scala-lang:scala-library:2.9.1,1,0,0,0
491,org.springframework:spring-orm:5.2.9.RELEASE,1,425,1138,0
492,io.dropwizard.metrics:metrics-jersey2:4.1.6,1,65,58,0
493,it.unibo.tuprolog:unify-js:0.17.0,1,19,0,0
494,org.idpf:epubcheck:v4.0.0-alpha6,1,8659,1620,0
495,software.amazon.awssdk:aws-query-protocol:2.14.19,1,77,375,0
496,io.netty:netty-resolver:4.1.43.Final,1,65,115,0
497,org.jasig.portal:uPortal-concurrency:5.9.0,1,27,47,0
498,com.googlecode.javaewah:JavaEWAH:0.3.2,1,280,79,0
499,org.scala-lang:scala3-library_sjs1_3.0.0-M3:3.0.0-M3,1,0,0,0
500,org.jboss.pnc.build-agent:api:0.8.0,1,31,82,0
501,org.jboss.pnc.build-agent:api:0.8.1,1,53,92,0
502,ai.h2o:h2o-ext-steam:3.30.1.3,1,33,31,0
503,io.helidon.microprofile.bundles:helidon-microprofile-1.2:1.4.8,1,43,0,0
504,org.ow2.easywsdl:easywsdl-ext-wsdl4complexwsdl:2.7.0,1,158,182,0
505,io.undertow:undertow-websockets-jsr:2.1.3.Final,1,350,724,0
506,com.io7m.minisite:com.io7m.minisite.core:3.0.0,1,1455,306,0
507,org.springframework.boot:spring-boot-starter-security:2.0.2.RELEASE,1,10,0,0
508,org.springframework.boot:spring-boot-starter-tomcat:2.1.6.RELEASE,1,22,0,0
509,com.github.eugeniyk:api-counters_2.11:0.3.3,1,3577,129,0
510,org.apache.htrace:htrace-core4:4.0.1-incubating,1,3441,8357,0
511,org.trellisldp:trellis-common:0.16.2,1,113,244,0
512,org.apache.sling:org.apache.sling.commons.log:5.0.0,1,2413,3981,0
513,io.jaegertracing:jaeger-client:1.5.0,1,23,2,0
514,org.scala-lang:scala-library:2.9.2,1,0,0,0
515,org.scala-lang:scala-library:2.9.3,1,0,0,0
516,org.springframework:spring-expression:5.2.5.RELEASE,1,569,1068,0
517,org.springframework.cloud:spring-cloud-starter-hystrix:1.2.3.RELEASE,1,18,0,0
518,com.gitee.zcx7878:leisure.springboot.web:1.0.0.2,1,733,88,0
519,org.eclipse.jdt:ecj:3.18.0,1,17952,10802,0
520,org.eclipse.jetty:jetty-xml:9.4.7.v20170914,1,181,138,0
521,be.venneborg:slick-refined_2.13:0.6.0,1,5495,758,0
522,org.apache.httpcomponents:httpclient:4.1.1,1,1029,1489,0
523,org.apache.httpcomponents:httpclient:4.1.3,1,1149,1494,0
524,org.apache.httpcomponents:httpclient:4.1.2,1,730,1494,0
525,org.apache.kerby:kerby-util:2.0.0,1,562,165,0
526,org.springframework.boot:spring-boot-starter-validation:2.2.11.RELEASE,1,16,0,0
527,org.apache.felix:org.apache.felix.scr:2.1.16,1,1788,1615,0
528,io.fabric8:kubernetes-model-batch:5.1.1,1,285,1192,0
529,com.vladsch.flexmark:flexmark-util-collection:0.61.6,1,241,488,0
530,org.glassfish.hk2:hk2-locator:2.5.0-b42,1,355,725,0
531,org.springframework.integration:spring-integration-xml:5.1.9.RELEASE,1,173,251,0
532,org.jolokia:jolokia-client-java:1.3.2,1,83,240,0
533,org.apache.jena:jena-dboe-transaction:3.16.0,1,191,847,0
534,org.janusgraph:janusgraph-driver:0.5.3,1,4275,420,0
535,org.apache.felix:org.apache.felix.scr:2.1.20,1,1533,1515,0
536,org.eclipse.dirigible:dirigible-api-facade-http:5.6.0,1,199,257,0
537,org.springframework.security:spring-security-core:3.2.3.RELEASE,1,544,1367,0
538,org.apache.cxf:cxf-rt-transports-http:3.3.4,1,939,1081,0
539,org.apache.camel.quarkus:camel-quarkus-jackson:1.1.0,1,20,0,0
540,org.opendaylight.mdsal:mdsal-binding-spi:6.0.7,1,27,44,0
541,com.google.dagger:dagger:2.24,1,84,113,0
542,org.opendaylight.mdsal:mdsal-binding-spi:6.0.8,1,28,44,0
543,com.github.luben:zstd-jni:1.4.5-6,1,270,285,0
544,com.vladsch.flexmark:flexmark-html2md-converter:0.50.40,1,208,607,0
545,org.ow2.asm:asm-tree:8.0.1,1,334,258,0
546,org.eclipse.che.core:che-core-api-ssh-shared:7.24.1,1,37,90,0
547,com.github.jnr:jnr-posix:3.0.12,1,541,1770,0
548,org.uberfire:uberfire-nio2-model:7.46.0.Final,1,190,547,0
549,ai.h2o:h2o-ext-jython-cfunc:3.30.1.3,1,46,6,0
550,com.twitter:inject-core_2.13:20.10.0,1,165,405,0
551,com.lihaoyi:fansi_2.12:0.2.9,1,242,577,0
552,nl.stokpop:events-jmeter-maven-plugin:3.1.2-events-1,1,4359,321,0
553,com.google.crypto.tink:tink-gcpkms:1.5.0,1,2779,36,0
554,org.eclipse.ditto:ditto-model-rql:1.2.0,1,87,77,0
555,org.xmlunit:xmlunit-core:2.5.1,1,209,642,0
556,org.netbeans.modules:org-netbeans-modules-java-preprocessorbridge:RELEASE121,1,68,153,0
557,org.reaktivity:nukleus.spec:0.55,1,884,1656,0
558,org.netbeans.modules:org-netbeans-modules-java-preprocessorbridge:RELEASE122,1,66,153,0
559,io.netty:netty-resolver:4.1.42.Final,1,82,115,0
560,org.netbeans.modules:org-netbeans-modules-java-preprocessorbridge:RELEASE123,1,82,153,0
561,com.baidu.xuper:xuper-java-sdk:0.2.0,1,7398,8218,0
562,io.datarouter:datarouter-scanner:0.0.64,1,443,489,0
563,io.ktor:ktor-network-jvm:1.4.0,1,359,564,0
564,org.glassfish.hk2.external:asm-all-repackaged:2.2.0-b21,1,1235,1495,0
565,ch.tutteli.atrium:atrium-core-api:0.13.0,1,966,1261,0
566,com.github.jnr:jnr-posix:3.0.27,1,555,1963,0
567,software.amazon.awssdk:protocol-core:2.10.36,1,97,193,0
568,org.glassfish.main.persistence:persistence-common:6.0.0-RC3,1,67,76,0
569,org.netbeans.modules:org-netbeans-modules-java-hints-legacy-spi:RELEASE123,1,63,84,0
570,com.arpnetworking.logback:logback-steno:1.17.0,1,4639,475,0
571,org.checkerframework:checker-qual:3.7.0,1,0,0,0
572,de.sciss:log_3.0.0-M3:0.1.1,1,87,50,0
573,org.springframework.boot:spring-boot-starter:2.1.1.RELEASE,1,50,0,0
574,org.scalatest:scalatest-compatible:3.2.3,1,49,0,0
575,org.scalatest:scalatest-compatible:3.2.2,1,36,0,0
576,com.squareup:kotlinpoet-metadata-specs:1.7.2,1,235,355,0
577,org.apache.jackrabbit:oak-security-spi:1.22.5,1,338,1036,0
578,com.squareup.retrofit2:converter-gson:2.2.0,1,32,12,0
579,org.mpierce.metrics.reservoir:hdrhistogram-metrics-reservoir:1.1.0,1,76,21,0
580,net.sf.opencsv:opencsv:2.3,1,142,91,0
581,com.google.guava:guava:30.1-android,1,5521,15365,0
582,org.springframework.boot:spring-boot-starter-jdbc:2.1.5.RELEASE,1,23,0,0
583,org.scalatest:scalatest-compatible:3.2.6,1,35,0,0
584,commons-pool:commons-pool:1.5.6,1,332,679,0
585,org.scalatest:scalatest-compatible:3.2.5,1,135,0,0
586,org.apache.jena:jena-dboe-base:3.17.0,1,644,951,0
587,org.kie:kie-memory-compiler:7.50.0.t20210209,1,192,188,0
588,org.springframework.boot:spring-boot-starter-json:2.3.5.RELEASE,1,17,0,0
589,com.github.jnr:jnr-posix:3.0.33,1,630,2090,0
590,it.agilelab:darwin-hbase2-connector_2.12:1.1.0,1,3701,169,0
591,com.hotels:hcommon-ssh:1.0.1,1,5515,1878,0
592,com.github.jnr:jnr-posix:3.0.35,1,516,2126,0
593,org.calrissian.mango:mango-core:1.2.0,1,721,879,0
594,net.sf.opencsv:opencsv:2.0,1,58,60,0
595,org.wso2.carbon:org.wso2.carbon.registry.server:4.5.3,1,0,0,0
596,org.springframework.osgi:org.springframework.osgi.core:1.2.1,1,0,0,0
597,io.helidon.microprofile.config:helidon-microprofile-config:1.4.8,1,109,263,0
598,org.eclipse.rdf4j:rdf4j-rio-datatypes:3.1.0,1,29,27,0
599,org.springframework.data:spring-data-commons:2.2.3.RELEASE,1,1779,8138,0
600,org.opendaylight.bgpcep:programming-api:0.14.3,1,151,303,0
601,io.cloudsoft.jclouds:jclouds-blobstore:1.7.2-ea-brooklyn.5,1,342,710,0
602,commons-pool:commons-pool:1.5.4,1,308,626,0
603,org.uberfire:uberfire-client-api:7.51.0.Final,1,83,292,0
604,commons-pool:commons-pool:1.5.5,1,555,679,0
605,com.jcraft:jzlib:1.1.3,1,378,310,0
606,com.github.jnr:jnr-posix:3.0.44,1,757,2260,0
607,com.github.jnr:jnr-posix:3.0.47,1,537,2269,0
608,com.jcraft:jzlib:1.1.1,1,491,294,0
609,org.apache.maven:maven-repository-metadata:2.0.7,1,81,76,0
610,org.apache.maven:maven-repository-metadata:2.0.8,1,75,76,0
611,org.kie.workbench.forms:kie-wb-common-forms-adf-base:7.51.0.Final,1,69,121,0
612,org.opendaylight.openflowplugin.openflowjava:openflow-protocol-api:0.11.2,1,2769,8822,0
613,org.opendaylight.openflowplugin.openflowjava:openflow-protocol-api:0.11.1,1,1999,8822,0
614,org.apache.maven:maven-repository-metadata:2.0.4,1,88,75,0
615,org.kie.workbench.forms:kie-wb-common-forms-api:7.51.0.Final,1,217,197,0
616,org.apache.axis2.wso2:axis2:1.6.1-wso2v40,1,0,0,0
617,io.springfox:springfox-swagger-common:2.9.2,1,195,412,0
618,org.apache.axis2.wso2:axis2:1.6.1-wso2v41,1,0,0,0
619,org.springframework.boot:spring-boot-starter-json:2.2.1.RELEASE,1,12,0,0
620,com.vaadin:vaadin-shared:7.1.15,1,2226,10062,0
621,org.ow2.easycommons:easycommons-uuid:1.3.0,1,29,8,0
622,it.geosolutions.jaiext.imagefunction:jt-imagefunction:1.1.9,1,0,0,0
623,com.github.bakerln:common-config-interceptor:1.0.1-RELEASE,1,2294,1,0
624,com.github.cafapi.config:config-system:1.20.0-288,1,29,8,0
625,com.guicedee.services:jakarta.annotation-api:1.1.0.7-jre14,1,65,69,0
626,io.netty:netty-buffer:4.1.14.Final,1,1633,3798,0
627,org.into-cps.maestro:typechecker:2.1.4,1,132,251,0
628,io.grpc:grpc-protobuf-lite:1.23.0,1,47,28,0
629,org.apache.shiro:shiro-crypto-cipher:1.6.0,1,50,94,0
630,net.databinder:dispatch-futures_2.9.0:0.8.6,1,3227,49,0
631,io.smallrye:smallrye-metrics-api:2.4.4,1,17,1,0
632,com.twitter:util-tunable_2.12:6.45.0,1,404,488,0
633,org.eclipse.jetty:jetty-jndi:9.2.3.v20140905,1,112,183,0
634,javax.xml:jaxrpc-api:1.1,1,33,179,0
635,org.testcontainers:testcontainers:1.10.6,1,57429,95846,0
636,io.graphenee:gx-blockchain:3.0.0,1,3789,23,0
637,org.jeyzer.build:jeyzer-profile-updater-core:2.0,1,3503,110,0
638,org.apache.camel:camel-main:3.4.5,1,525,1045,0
639,com.ieooc.nacos:nacos-address:1.4.1,1,51,30,0
640,org.apache.shiro:shiro-core:1.2.3,1,793,2194,0
641,com.cedarsoftware:json-io:2.5.1,1,279,256,0
642,org.apache.shiro:shiro-core:1.2.6,1,666,2193,0
643,org.odpi.egeria:csv-file-connector:2.2,1,43,32,0
644,org.springframework.boot:spring-boot-starter:2.2.2.RELEASE,1,10,0,0
645,io.quarkus:quarkus-arc:1.11.0.Final,1,70,140,0
646,org.wso2.orbit.org.apache.cxf:cxf-bundle:3.0.9.wso2v1,1,0,0,0
647,org.ikasan:ikasan-spec-search:3.1.0,1,70,5,0
648,io.monix:monix-execution_2.13:3.3.0,1,2332,6056,0
649,org.springframework:spring-beans:3.1.1.RELEASE,1,5207,2371,0
650,org.apache.camel:camel-main:3.4.4,1,490,1045,0
651,org.glassfish.main.admin:admin-util:6.0.0-RC3,1,663,1169,0
652,org.apache.axis2.wso2:axis2:1.6.1-wso2v51,1,0,0,0
653,com.kreait.slack:slack-api-client:2.0.0,1,269,232,0
654,org.mockito:mockito-core:1.10.19,1,2285,3938,0
655,org.apache.axis2.wso2:axis2:1.6.1-wso2v54,1,0,0,0
656,org.zaproxy:zap-clientapi:1.9.0,1,4099,978,0
657,org.apache.jackrabbit:jackrabbit-spi:2.20.1,1,32,287,0
658,org.owasp.antisamy:antisamy:1.5.10,1,187,272,0
659,com.fasterxml.jackson.core:jackson-core:2.11.4,1,3221,2467,0
660,org.flowable:flowable-entitylink-service:6.6.0,1,93,238,0
661,com.fasterxml.jackson.core:jackson-core:2.11.3,1,1317,2467,0
662,com.daml:rs-grpc-testing-utils_2.13:1.11.0-snapshot.20210303.6421.0.145ddaa8,1,3016,53,0
663,org.opendaylight.mdsal.binding.model.ietf:rfc6991-ietf-inet-types:6.0.8,1,110,207,0
664,com.fasterxml.jackson.core:jackson-core:2.11.2,1,1501,2467,0
665,org.opendaylight.mdsal.binding.model.ietf:rfc6991-ietf-inet-types:6.0.7,1,40,207,0
666,com.fasterxml.jackson.core:jackson-core:2.11.1,1,1790,2467,0
667,io.circe:circe-numbers_sjs1_2.13:0.13.0,1,162,74,0
668,com.fasterxml.jackson.core:jackson-core:2.11.0,1,1501,2467,0
669,de.sciss:audiofile_3.0.0-M3:2.3.3,1,0,0,0
670,org.springframework.boot:spring-boot-starter-aop:2.4.0,1,28,0,0
671,com.typesafe.akka:akka-stream_2.13:2.6.4,1,8430,35202,0
672,com.typesafe.slick:slick_2.13:3.3.3,1,11754,36910,0
673,org.smooks.cartridges.edi:d11b-edifact-binding:2.0.0-M2,1,20337,59843,0
674,com.sksamuel.scruffy:scruffy-server_2.10:1.1.0-RC3,1,5259,1318,0
675,org.webjars.npm:babel__helper-hoist-variables:7.14.5,1,17,0,0
676,io.netty:netty-all:4.1.42.Final,1,13376,27281,0
677,org.apache.maven:maven-model:3.0,1,1194,1082,0
678,org.springframework.boot:spring-boot-autoconfigure:2.4.2,1,3652,9402,0
679,io.netty:netty-all:5.0.0.Alpha2,1,8262,17682,0
680,org.springframework.boot:spring-boot-autoconfigure:2.4.1,1,3148,9389,0
681,io.netty:netty-all:5.0.0.Alpha1,1,4046,10175,0
682,org.springframework.boot:spring-boot-autoconfigure:2.4.3,1,2923,9415,0
683,com.google.auth:google-auth-library-credentials:0.13.0,1,32,18,0
684,org.antlr:antlr:3.2,1,4215,2067,0
685,org.netbeans.api:org-netbeans-modules-editor-lib2:RELEASE121,1,2449,2817,0
686,org.netbeans.api:org-netbeans-modules-editor-lib2:RELEASE122,1,1788,2820,0
687,org.springframework.boot:spring-boot-autoconfigure:2.4.0,1,2794,9390,0
688,org.netbeans.api:org-netbeans-modules-editor-lib2:RELEASE123,1,2696,2820,0
689,org.geotools:gt-process:21.1,1,0,0,0
690,bio.singa:singa-features:0.7.0,1,196,462,0
691,org.eclipse.microprofile.config:microprofile-config-api:1.3,1,28,41,0
692,com.github.pagehelper:pagehelper-spring-boot-autoconfigure:1.2.5,1,21,31,0
693,org.joyqueue:joyqueue-retry-api:4.2.7,1,67,105,0
694,com.gomcarter.frameworks:dubbo-starter:2.0.7,1,2766,35,0
695,org.apache.tomcat.embed:tomcat-embed-websocket:8.5.40,1,935,952,0
696,org.eclipse.microprofile.config:microprofile-config-api:1.4,1,26,34,0
697,org.jetbrains.kotlin:kotlin-test:1.4.21-2,1,602,142,0
698,org.netbeans.api:org-netbeans-modules-keyring:RELEASE123,1,41,39,0
699,org.apache.maven:maven-settings-builder:3.5.0,1,73,148,0
700,org.netbeans.api:org-netbeans-modules-keyring:RELEASE121,1,27,39,0
701,org.apache.maven:maven-settings-builder:3.5.3,1,99,148,0
702,org.apache.jena:jena-querybuilder:3.17.0,1,4590,1191,0
703,org.netbeans.api:org-netbeans-modules-keyring:RELEASE122,1,29,39,0
704,org.apache.maven:maven-settings-builder:3.5.2,1,109,148,0
705,org.openmuc.framework:openmuc-core-api:0.19.0,1,104,391,0
706,com.github.jnr:jnr-netdb:1.1.6,1,182,162,0
707,com.github.houbb:deep-copy-api:0.0.1,1,116,9,0
708,com.github.fge:msg-simple:1.1,1,57,134,0
709,org.ow2.asm:asm:7.3.1,1,515,542,0
710,org.springframework.boot:spring-boot-actuator:2.1.17.RELEASE,1,741,2794,0
711,io.quarkus.arc:arc:1.8.1.Final,1,329,922,0
712,org.codehaus.castor:castor-xml-schema:1.4.1,1,1809,1922,0
713,com.softwaremill.sttp.client3:core_2.12:3.0.0-RC5,1,1298,4007,0
714,com.tuplejump:calliope-core_2.10:1.1.0-CTP-U2,1,5251,2267,0
715,software.amazon.awscdk:lambda:1.89.0,1,492,2846,0
716,org.apache.curator:curator-framework:2.11.1,1,295,996,0
717,commons-collections:commons-collections:3.2.2,1,2064,4171,0
718,commons-collections:commons-collections:3.2.1,1,2467,4139,0
719,io.provis:provisio-webserver-jetty9:0.0.6,1,2882,55,0
720,com.sap.cloud.security.xsuaa:token-client:2.8.4,1,140,308,0
721,io.grpc:grpc-stub:1.36.0,1,183,213,0
722,org.eclipse.persistence:javax.persistence:2.2.0,1,0,0,0
723,org.eclipse.persistence:javax.persistence:2.2.1,1,0,0,0
724,com.sun.jersey:jersey-server:1.17.1,1,0,0,0
725,org.flowable:flowable-eventsubscription-service:6.6.0,1,139,415,0
726,org.springframework.boot:spring-boot-autoconfigure:2.1.6.RELEASE,1,4946,7354,0
727,com.google.gdata.wso2:gdata-spreadsheet:3.0.0.wso2v1,1,0,0,0
728,org.springframework.boot:spring-boot:2.1.8.RELEASE,1,3080,4907,0
729,org.apache.maven:maven-plugin-descriptor:2.2.1,1,86,195,0
730,javax.enterprise:cdi-api:1.2,1,180,291,0
731,javax.enterprise:cdi-api:1.1,1,82,291,0
732,javax.enterprise:cdi-api:1.0,1,92,222,0
733,org.hibernate.validator:hibernate-validator:6.2.0.Final,1,0,0,0
734,com.github.japgolly.univeq:univeq-scalaz_2.13:1.4.0-RC2,1,48,42,0
735,io.ktor:ktor-server-test-host:1.5.1,1,0,0,0
736,com.twitter:finagle-core_2.12:6.45.0,1,11258,19291,0
737,org.apache.hadoop:hadoop-mapreduce-client-core:2.6.5,1,3850,7279,0
738,org.jboss.errai:errai-data-binding:4.11.0.Final,1,375,745,0
739,org.eclipse.jetty.websocket:websocket-common:9.4.31.v20200723,1,341,991,0
740,org.bndly.common.data:org.bndly.common.data.io:1.0.2,1,120,95,0
741,org.jmock:jmock-testjar:2.8.3,1,23,4,0
742,org.langrid:jp.go.nict.langrid.serviceexecutor.db.bilingualdictionary:1.0.12,1,3966,92,0
743,io.pravega:schemaregistry-client:0.1.0,1,166,270,0
744,org.atteo.classindex:classindex:3.8,1,356,120,0
